;몹번호	아이템번호	아이템나올 확율(1000이 100)			
510	10193	50			
510	10194	50			
610	321	280			
610	384	280			
610	804	280			
610	1224	280			
610	1644	280			
610	2064	280			
610	2484	280			
610	2904	280			
610	3324	280			
610	3744	280			
610	4185	280			
610	4500	280			
610	4815	280			
610	5193	280			
610	5508	280			
610	5823	280			
610	6201	280			
610	6516	280			
610	6831	280			
610	7209	280			
610	7524	280			
610	7839	280			
610	8154	280			
610	12033	280			
610	12050	280			
610	12055	280			
610	12074	280			
610	12081	280			
610	10196	300			
610	10193	60			
610	10194	60			
11	400	260			
11	820	260			
11	1240	260			
11	1660	260			
11	2080	260			
11	2500	260			
11	2920	260			
11	3340	260			
11	3760	260			
11	10386	260			
11	10389	260			
11	12052	260			
11	12076	260			
11	10196	300			
11	10193	50			
11	10194	50			
211	401	260			
211	821	260			
211	1241	260			
211	1661	260			
211	2081	260			
211	2501	260			
211	2921	260			
211	3341	260			
211	3761	260			
211	10386	260			
211	10389	260			
211	12052	260			
211	12076	260			
211	10196	300			
211	10193	50			
211	10194	50			
311	402	260			
311	822	260			
311	1242	260			
311	1662	260			
311	2082	260			
311	2502	260			
311	2922	260			
311	3342	260			
311	3762	260			
311	10386	260			
311	10389	260			
311	12052	260			
311	12076	260			
311	10196	300			
311	10193	50			
311	10194	50			
411	403	260			
411	823	260			
411	1243	260			
411	1663	260			
411	2083	260			
411	2503	260			
411	2923	260			
411	3343	260			
411	3763	260			
411	10386	260			
411	10389	260			
411	12052	260			
411	12076	260			
411	10196	300			
411	10193	50			
411	10194	50			
511	404	260			
511	824	260			
511	1244	260			
511	1664	260			
511	2084	260			
511	2504	260			
511	2924	260			
511	3344	260			
511	3764	260			
511	10386	260			
511	10389	260			
511	12052	260			
511	12076	260			
511	10196	300			
511	10193	50			
511	10194	50			
611	405	260			
611	825	260			
611	1245	260			
611	1665	260			
611	2085	260			
611	2505	260			
611	2925	260			
611	3345	260			
611	3765	260			
611	10386	260			
611	10389	260			
611	12052	260			
611	12076	260			
611	10196	300			
611	10193	60			
611	10194	60			
17	421	260			
17	841	260			
17	1261	260			
17	1681	260			
17	2101	260			
17	2521	260			
17	2941	260			
17	3361	260			
17	3781	260			
17	4201	260			
17	4516	260			
17	4831	260			
17	5209	260			
17	5524	260			
17	5839	260			
17	6217	260			
17	6532	260			
17	6847	260			
17	7225	260			
17	7540	260			
17	7855	260			
17	8170	260			
17	10387	260			
17	10390	260			
17	12032	260			
17	12035	260			
17	12041	260			
17	12044	150			
17	12054	260			
17	12059	260			
17	12078	260			
17	12087	260			
17	10196	300			
17	10193	50			
17	10194	50			
217	422	260			
217	842	260			
217	1262	260			
217	1682	260			
217	2102	260			
217	2522	260			
217	2942	260			
217	3362	260			
217	3782	260			
217	4202	260			
217	4517	260			
217	4832	260			
217	5210	260			
217	5525	260			
217	5840	260			
217	6218	260			
217	6533	260			
217	6848	260			
217	7226	260			
217	7541	260			
217	7856	260			
217	8171	260			
217	10387	260			
217	10390	260			
217	12032	260			
217	12035	260			
217	12041	260			
217	12044	150			
217	12054	260			
217	12059	260			
217	12078	260			
217	12087	260			
217	10196	300			
217	10193	50			
217	10194	50			
317	423	260			
317	843	260			
317	1263	260			
317	1683	260			
317	2103	260			
317	2523	260			
317	2943	260			
317	3363	260			
317	3783	260			
317	4203	260			
317	4518	260			
317	4833	260			
317	5211	260			
317	5526	260			
317	5841	260			
317	6219	260			
317	6534	260			
317	6849	260			
317	7227	260			
317	7542	260			
317	7857	260			
317	8172	260			
317	10387	260			
317	10390	260			
317	12032	260			
317	12035	260			
317	12041	260			
317	12044	150			
317	12054	260			
317	12059	260			
317	12078	260			
317	12087	260			
317	10196	300			
317	10193	50			
317	10194	50			
417	424	260			
417	844	260			
417	1264	260			
417	1684	260			
417	2104	260			
417	2524	260			
417	2944	260			
417	3364	260			
417	3784	260			
417	4204	260			
417	4519	260			
417	4834	260			
417	5212	260			
417	5527	260			
417	5842	260			
417	6220	260			
417	6535	260			
417	6850	260			
417	7228	260			
417	7543	260			
417	7858	260			
417	8173	260			
417	10387	260			
417	10390	260			
417	12032	260			
417	12035	260			
417	12041	260			
417	12044	150			
417	12054	260			
417	12059	260			
417	12078	260			
417	12087	260			
417	10196	300			
417	10193	50			
417	10194	50			
517	425	260			
517	845	260			
517	1265	260			
517	1685	260			
517	2105	260			
517	2525	260			
517	2945	260			
517	3365	260			
517	3785	260			
517	4205	260			
517	4520	260			
517	4835	260			
517	5213	260			
517	5528	260			
517	5843	260			
517	6221	260			
517	6536	260			
517	6851	260			
517	7229	260			
517	7544	260			
517	7859	260			
517	8174	260			
517	10387	260			
517	10390	260			
517	12032	260			
517	12035	260			
517	12041	260			
517	12044	150			
517	12054	260			
517	12059	260			
517	12078	260			
517	12087	260			
517	10196	300			
517	10193	50			
517	10194	50			
617	426	260			
617	846	260			
617	1266	260			
617	1686	260			
617	2106	260			
617	2526	260			
617	2946	260			
617	3366	260			
617	3786	260			
617	4206	260			
617	4521	260			
617	4836	260			
617	5214	260			
617	5529	260			
617	5844	260			
617	6222	260			
617	6537	260			
617	6852	260			
617	7230	260			
617	7545	260			
617	7860	260			
617	8175	260			
617	10387	260			
617	10390	260			
617	12032	260			
617	12035	260			
617	12041	260			
617	12044	150			
617	12054	260			
617	12059	260			
617	12078	260			
617	12087	260			
617	10196	300			
617	10193	60			
617	10194	60			
12	85	260			
12	442	260			
12	862	260			
12	1282	260			
12	1702	260			
12	2122	260			
12	2542	260			
12	2962	260			
12	3382	260			
12	3802	260			
12	4222	260			
12	4537	260			
12	4852	260			
12	5230	260			
12	5545	260			
12	5860	260			
12	6238	260			
12	6553	260			
12	6868	260			
12	7246	260			
12	7561	260			
12	7876	260			
12	8191	260			
12	10388	150			
12	10391	150			
12	12061	260			
12	12068	260			
12	12080	260			
12	12089	260			
12	10196	300			
12	10193	50			
12	10194	50			
212	86	260			
212	443	260			
212	863	260			
212	1283	260			
212	1703	260			
212	2123	260			
212	2543	260			
212	2963	260			
212	3383	260			
212	3803	260			
212	4223	260			
212	4538	260			
212	4853	260			
212	5231	260			
212	5546	260			
212	5861	260			
212	6239	260			
212	6554	260			
212	6869	260			
212	7247	260			
212	7562	260			
212	7877	260			
212	8192	260			
212	10388	150			
212	10391	150			
212	12061	260			
212	12068	260			
212	12080	260			
212	12089	260			
212	10196	300			
212	10193	50			
212	10194	50			
312	87	260			
312	444	260			
312	864	260			
312	1284	260			
312	1704	260			
312	2124	260			
312	2544	260			
312	2964	260			
312	3384	260			
312	3804	260			
312	4224	260			
312	4539	260			
312	4854	260			
312	5232	260			
312	5547	260			
312	5862	260			
312	6240	260			
312	6555	260			
312	6870	260			
312	7248	260			
312	7563	260			
312	7878	260			
312	8193	260			
312	10388	150			
312	10391	150			
312	12061	260			
312	12068	260			
312	12080	260			
312	12089	260			
312	10196	300			
312	10193	50			
312	10194	50			
412	88	260			
412	445	260			
412	865	260			
412	1285	260			
412	1705	260			
412	2125	260			
412	2545	260			
412	2965	260			
412	3385	260			
412	3805	260			
412	4225	260			
412	4540	260			
412	4855	260			
412	5233	260			
412	5548	260			
412	5863	260			
412	6241	260			
412	6556	260			
412	6871	260			
412	7249	260			
412	7564	260			
412	7879	260			
412	8194	260			
412	10388	150			
412	10391	150			
412	12061	260			
412	12068	260			
412	12080	260			
412	12089	260			
412	10196	300			
412	10193	50			
412	10194	50			
512	89	260			
512	446	260			
512	866	260			
512	1286	260			
512	1706	260			
512	2126	260			
512	2546	260			
512	2966	260			
512	3386	260			
512	3806	260			
512	4226	260			
512	4541	260			
512	4856	260			
512	5234	260			
512	5549	260			
512	5864	260			
512	6242	260			
512	6557	260			
512	6872	260			
512	7250	260			
512	7565	260			
512	7880	260			
512	8195	260			
512	10388	150			
512	10391	150			
512	12061	260			
512	12068	260			
512	12080	260			
512	12089	260			
512	10196	300			
512	10193	50			
512	10194	50			
612	90	260			
612	447	260			
612	867	260			
612	1287	260			
612	1707	260			
612	2127	260			
612	2547	260			
612	2967	260			
612	3387	260			
612	3807	260			
612	4227	260			
612	4542	260			
612	4857	260			
612	5235	260			
612	5550	260			
612	5865	260			
612	6243	260			
612	6558	260			
612	6873	260			
612	7251	260			
612	7566	260			
612	7881	260			
612	8196	260			
612	10388	150			
612	10391	150			
612	12061	260			
612	12068	260			
612	12080	260			
612	12089	260			
612	10196	300			
612	10193	60			
612	10194	60			
13	106	260			
13	463	260			
13	883	260			
13	1303	260			
13	1723	260			
13	2143	260			
13	2563	260			
13	2983	260			
13	3403	260			
13	3823	260			
13	4243	260			
13	4558	260			
13	4873	260			
13	5251	260			
13	5566	260			
13	5881	260			
13	6259	260			
13	6574	260			
13	6889	260			
13	7267	260			
13	7582	260			
13	7897	260			
13	8212	260			
13	12034	150			
13	12038	260			
13	12043	260			
13	12047	150			
13	12056	150			
13	12063	150			
13	12082	150			
13	12083	150			
13	10196	300			
13	10193	50			
13	10194	50			
213	107	260			
213	464	260			
213	884	260			
213	1304	260			
213	1724	260			
213	2144	260			
213	2564	260			
213	2984	260			
213	3404	260			
213	3824	260			
213	4244	260			
213	4559	260			
213	4874	260			
213	5252	260			
213	5567	260			
213	5882	260			
213	6260	260			
213	6575	260			
213	6890	260			
213	7268	260			
213	7583	260			
213	7898	260			
213	8213	260			
213	12034	150			
213	12038	260			
213	12043	260			
213	12047	150			
213	12056	150			
213	12063	150			
213	12082	150			
213	12083	150			
213	10196	300			
213	10193	50			
213	10194	50			
313	108	260			
313	465	260			
313	885	260			
313	1305	260			
313	1725	260			
313	2145	260			
313	2565	260			
313	2985	260			
313	3405	260			
313	3825	260			
313	4245	260			
313	4560	260			
313	4875	260			
313	5253	260			
313	5568	260			
313	5883	260			
313	6261	260			
313	6576	260			
313	6891	260			
313	7269	260			
313	7584	260			
313	7899	260			
313	8214	260			
313	12034	150			
313	12038	260			
313	12043	260			
313	12047	150			
313	12056	150			
313	12063	150			
313	12082	150			
313	12083	150			
313	10196	300			
313	10193	50			
313	10194	50			
413	109	260			
413	466	260			
413	886	260			
413	1306	260			
413	1726	260			
413	2146	260			
413	2566	260			
413	2986	260			
413	3406	260			
413	3826	260			
413	4246	260			
413	4561	260			
413	4876	260			
413	5254	260			
413	5569	260			
413	5884	260			
413	6262	260			
413	6577	260			
413	6892	260			
413	7270	260			
413	7585	260			
413	7900	260			
413	8215	260			
413	12034	150			
413	12038	260			
413	12043	260			
413	12047	150			
413	12056	150			
413	12063	150			
413	12082	150			
413	12083	150			
413	10196	300			
413	10193	50			
413	10194	50			
513	110	260			
513	467	260			
513	887	260			
513	1307	260			
513	1727	260			
513	2147	260			
513	2567	260			
513	2987	260			
513	3407	260			
513	3827	260			
513	4247	260			
513	4562	260			
513	4877	260			
513	5255	260			
513	5570	260			
513	5885	260			
513	6263	260			
513	6578	260			
513	6893	260			
513	7271	260			
513	7586	260			
513	7901	260			
513	8216	260			
513	12034	150			
513	12038	260			
513	12043	260			
513	12047	150			
513	12056	150			
513	12063	150			
513	12082	150			
513	12083	150			
513	10196	300			
513	10193	50			
513	10194	50			
613	111	260			
613	468	260			
613	888	260			
613	1308	260			
613	1728	260			
613	2148	260			
613	2568	260			
613	2988	260			
613	3408	260			
613	3828	260			
613	4248	260			
613	4563	260			
613	4878	260			
613	5256	260			
613	5571	260			
613	5886	260			
613	6264	260			
613	6579	260			
613	6894	260			
613	7272	260			
613	7587	260			
613	7902	260			
613	8217	260			
613	12034	150			
613	12038	260			
613	12043	260			
613	12047	150			
613	12056	150			
613	12063	150			
613	12082	150			
613	12083	150			
613	10196	300			
613	10193	60			
613	10194	60			
14	127	260			
14	484	260			
14	904	260			
14	1324	260			
14	1744	260			
14	2164	260			
14	2584	260			
14	3004	260			
14	3424	260			
14	3844	260			
14	4264	260			
14	4579	260			
14	4894	260			
14	5272	260			
14	5587	260			
14	5902	260			
14	6280	260			
14	6595	260			
14	6910	260			
14	7288	260			
14	7603	260			
14	7918	260			
14	8233	260			
14	12065	260			
14	12091	260			
14	10196	300			
14	10193	50			
14	10194	50			
214	128	260			
214	485	260			
214	905	260			
214	1325	260			
214	1745	260			
214	2165	260			
214	2585	260			
214	3005	260			
214	3425	260			
214	3845	260			
214	4265	260			
214	4580	260			
214	4895	260			
214	5273	260			
214	5588	260			
214	5903	260			
214	6281	260			
214	6596	260			
214	6911	260			
214	7289	260			
214	7604	260			
214	7919	260			
214	8234	260			
214	12065	260			
214	12091	260			
214	10196	300			
214	10193	50			
214	10194	50			
314	129	260			
314	486	260			
314	906	260			
314	1326	260			
314	1746	260			
314	2166	260			
314	2586	260			
314	3006	260			
314	3426	260			
314	3846	260			
314	4266	260			
314	4581	260			
314	4896	260			
314	5274	260			
314	5589	260			
314	5904	260			
314	6282	260			
314	6597	260			
314	6912	260			
314	7290	260			
314	7605	260			
314	7920	260			
314	8235	260			
314	12065	260			
314	12091	260			
314	10196	300			
314	10193	50			
314	10194	50			
414	130	260			
414	487	260			
414	907	260			
414	1327	260			
414	1747	260			
414	2167	260			
414	2587	260			
414	3007	260			
414	3427	260			
414	3847	260			
414	4267	260			
414	4582	260			
414	4897	260			
414	5275	260			
414	5590	260			
414	5905	260			
414	6283	260			
414	6598	260			
414	6913	260			
414	7291	260			
414	7606	260			
414	7921	260			
414	8236	260			
414	12065	260			
414	12091	260			
414	10196	300			
414	10193	50			
414	10194	50			
514	131	260			
514	488	260			
514	908	260			
514	1328	260			
514	1748	260			
514	2168	260			
514	2588	260			
514	3008	260			
514	3428	260			
514	3848	260			
514	4268	260			
514	4583	260			
514	4898	260			
514	5276	260			
514	5591	260			
514	5906	260			
514	6284	260			
514	6599	260			
514	6914	260			
514	7292	260			
514	7607	260			
514	7922	260			
514	8237	260			
514	12065	260			
514	12091	260			
514	10196	300			
514	10193	50			
514	10194	50			
614	132	260			
614	489	260			
614	909	260			
614	1329	260			
614	1749	260			
614	2169	260			
614	2589	260			
614	3009	260			
614	3429	260			
614	3849	260			
614	4269	260			
614	4584	260			
614	4899	260			
614	5277	260			
614	5592	260			
614	5907	260			
614	6285	260			
614	6600	260			
614	6915	260			
614	7293	260			
614	7608	260			
614	7923	260			
614	8238	260			
614	12065	260			
614	12091	260			
614	10196	300			
614	10193	60			
614	10194	60			
15	505	240			
15	925	240			
15	1345	240			
15	1765	240			
15	2185	240			
15	2605	240			
15	3025	240			
15	3445	240			
15	3865	240			
15	12036	150			
15	12045	150			
15	12060	240			
15	12088	240			
15	10196	300			
15	10193	50			
15	10194	50			
215	506	240			
215	926	240			
215	1346	240			
215	1766	240			
215	2186	240			
215	2606	240			
215	3026	240			
215	3446	240			
215	3866	240			
215	12036	150			
215	12045	150			
215	12060	240			
215	12088	240			
215	10196	300			
215	10193	50			
215	10194	50			
315	507	240			
315	927	240			
315	1347	240			
315	1767	240			
315	2187	240			
315	2607	240			
315	3027	240			
315	3447	240			
315	3867	240			
315	12036	150			
315	12045	150			
315	12060	240			
315	12088	240			
315	10196	300			
315	10193	50			
315	10194	50			
415	508	240			
415	928	240			
415	1348	240			
415	1768	240			
415	2188	240			
415	2608	240			
415	3028	240			
415	3448	240			
415	3868	240			
415	12036	150			
415	12045	150			
415	12060	240			
415	12088	240			
415	10196	300			
415	10193	50			
415	10194	50			
515	509	240			
515	929	240			
515	1349	240			
515	1769	240			
515	2189	240			
515	2609	240			
515	3029	240			
515	3449	240			
515	3869	240			
515	12036	150			
515	12045	150			
515	12060	240			
515	12088	240			
515	10196	300			
515	10193	50			
515	10194	50			
615	510	240			
615	930	240			
615	1350	240			
615	1770	240			
615	2190	240			
615	2610	240			
615	3030	240			
615	3450	240			
615	3870	240			
615	12036	150			
615	12045	150			
615	12060	240			
615	12088	240			
615	10196	300			
615	10193	60			
615	10194	60			
16	526	240			
16	946	240			
16	1366	240			
16	1786	240			
16	2206	240			
16	2626	240			
16	3046	240			
16	3466	240			
16	3886	240			
16	12062	240			
16	12069	240			
16	12090	150			
16	12093	240			
16	10196	300			
16	10193	50			
16	10194	50			
216	527	240			
216	947	240			
216	1367	240			
216	1787	240			
216	2207	240			
216	2627	240			
216	3047	240			
216	3467	240			
216	3887	240			
216	12062	240			
216	12069	240			
216	12090	150			
216	12093	240			
216	10196	300			
216	10193	50			
216	10194	50			
316	528	240			
316	948	240			
316	1368	240			
316	1788	240			
316	2208	240			
316	2628	240			
316	3048	240			
316	3468	240			
316	3888	240			
316	12062	240			
316	12069	240			
316	12090	150			
316	12093	240			
316	10196	300			
316	10193	50			
316	10194	50			
416	529	240			
416	949	240			
416	1369	240			
416	1789	240			
416	2209	240			
416	2629	240			
416	3049	240			
416	3469	240			
416	3889	240			
416	12062	240			
416	12069	240			
416	12090	150			
416	12093	240			
416	10196	300			
416	10193	50			
416	10194	50			
516	530	240			
516	950	240			
516	1370	240			
516	1790	240			
516	2210	240			
516	2630	240			
516	3050	240			
516	3470	240			
516	3890	240			
516	12062	240			
516	12069	240			
516	12090	150			
516	12093	240			
516	10196	300			
516	10193	50			
516	10194	50			
616	531	240			
616	951	240			
616	1371	240			
616	1791	240			
616	2211	240			
616	2631	240			
616	3051	240			
616	3471	240			
616	3891	240			
616	12062	240			
616	12069	240			
616	12090	150			
616	12093	240			
616	10196	300			
616	10193	60			
616	10194	60			
18	547	240			
18	967	240			
18	1387	240			
18	1807	240			
18	2227	240			
18	2647	240			
18	3067	240			
18	3487	240			
18	3907	240			
18	4285	240			
18	4600	240			
18	4915	240			
18	5293	240			
18	5608	240			
18	5923	240			
18	6301	240			
18	6616	240			
18	6931	240			
18	7309	240			
18	7624	240			
18	7939	240			
18	8254	240			
18	12039	240			
18	12048	150			
18	12064	150			
18	12071	240			
18	12084	150			
18	12095	240			
18	10196	300			
18	10193	50			
18	10194	50			
218	548	240			
218	968	240			
218	1388	240			
218	1808	240			
218	2228	240			
218	2648	240			
218	3068	240			
218	3488	240			
218	3908	240			
218	4286	240			
218	4601	240			
218	4916	240			
218	5294	240			
218	5609	240			
218	5924	240			
218	6302	240			
218	6617	240			
218	6932	240			
218	7310	240			
218	7625	240			
218	7940	240			
218	8255	240			
218	12039	240			
218	12048	150			
218	12064	150			
218	12071	240			
218	12084	150			
218	12095	240			
218	10196	300			
218	10193	50			
218	10194	50			
318	549	240			
318	969	240			
318	1389	240			
318	1809	240			
318	2229	240			
318	2649	240			
318	3069	240			
318	3489	240			
318	3909	240			
318	4287	240			
318	4602	240			
318	4917	240			
318	5295	240			
318	5610	240			
318	5925	240			
318	6303	240			
318	6618	240			
318	6933	240			
318	7311	240			
318	7626	240			
318	7941	240			
318	8256	240			
318	12039	240			
318	12048	150			
318	12064	150			
318	12071	240			
318	12084	150			
318	12095	240			
318	10196	300			
318	10193	50			
318	10194	50			
418	550	240			
418	970	240			
418	1390	240			
418	1810	240			
418	2230	240			
418	2650	240			
418	3070	240			
418	3490	240			
418	3910	240			
418	4288	240			
418	4603	240			
418	4918	240			
418	5296	240			
418	5611	240			
418	5926	240			
418	6304	240			
418	6619	240			
418	6934	240			
418	7312	240			
418	7627	240			
418	7942	240			
418	8257	240			
418	12039	240			
418	12048	150			
418	12064	150			
418	12071	240			
418	12084	150			
418	12095	240			
418	10196	300			
418	10193	50			
418	10194	50			
518	551	240			
518	971	240			
518	1391	240			
518	1811	240			
518	2231	240			
518	2651	240			
518	3071	240			
518	3491	240			
518	3911	240			
518	4289	240			
518	4604	240			
518	4919	240			
518	5297	240			
518	5612	240			
518	5927	240			
518	6305	240			
518	6620	240			
518	6935	240			
518	7313	240			
518	7628	240			
518	7943	240			
518	8258	240			
518	12039	240			
518	12048	150			
518	12064	150			
518	12071	240			
518	12084	150			
518	12095	240			
518	10196	300			
518	10193	50			
518	10194	50			
618	552	240			
618	972	240			
618	1392	240			
618	1812	240			
618	2232	240			
618	2652	240			
618	3072	240			
618	3492	240			
618	3912	240			
618	4290	240			
618	4605	240			
618	4920	240			
618	5298	240			
618	5613	240			
618	5928	240			
618	6306	240			
618	6621	240			
618	6936	240			
618	7314	240			
618	7629	240			
618	7944	240			
618	8259	240			
618	12039	240			
618	12048	150			
618	12064	150			
618	12071	240			
618	12084	150			
618	12095	240			
618	10196	300			
618	10193	60			
618	10194	60			
19	148	240			
19	568	240			
19	988	240			
19	1408	240			
19	1828	240			
19	2248	240			
19	2668	240			
19	3088	240			
19	3508	240			
19	3928	240			
19	4306	240			
19	4621	240			
19	4936	240			
19	5314	240			
19	5629	240			
19	5944	240			
19	6322	240			
19	6637	240			
19	6952	240			
19	7330	240			
19	7645	240			
19	7960	240			
19	8275	240			
19	12057	150			
19	12066	150			
19	12085	150			
19	12092	240			
19	10196	300			
19	10193	50			
19	10194	50			
219	149	240			
219	569	240			
219	989	240			
219	1409	240			
219	1829	240			
219	2249	240			
219	2669	240			
219	3089	240			
219	3509	240			
219	3929	240			
219	4307	240			
219	4622	240			
219	4937	240			
219	5315	240			
219	5630	240			
219	5945	240			
219	6323	240			
219	6638	240			
219	6953	240			
219	7331	240			
219	7646	240			
219	7961	240			
219	8276	240			
219	12057	150			
219	12066	150			
219	12085	150			
219	12092	240			
219	10196	300			
219	10193	50			
219	10194	50			
319	150	240			
319	570	240			
319	990	240			
319	1410	240			
319	1830	240			
319	2250	240			
319	2670	240			
319	3090	240			
319	3510	240			
319	3930	240			
319	4308	240			
319	4623	240			
319	4938	240			
319	5316	240			
319	5631	240			
319	5946	240			
319	6324	240			
319	6639	240			
319	6954	240			
319	7332	240			
319	7647	240			
319	7962	240			
319	8277	240			
319	12057	150			
319	12066	150			
319	12085	150			
319	12092	240			
319	10196	300			
319	10193	50			
319	10194	50			
419	151	240			
419	571	240			
419	991	240			
419	1411	240			
419	1831	240			
419	2251	240			
419	2671	240			
419	3091	240			
419	3511	240			
419	3931	240			
419	4309	240			
419	4624	240			
419	4939	240			
419	5317	240			
419	5632	240			
419	5947	240			
419	6325	240			
419	6640	240			
419	6955	240			
419	7333	240			
419	7648	240			
419	7963	240			
419	8278	240			
419	12057	150			
419	12066	150			
419	12085	150			
419	12092	240			
419	10196	300			
419	10193	50			
419	10194	50			
519	152	240			
519	572	240			
519	992	240			
519	1412	240			
519	1832	240			
519	2252	240			
519	2672	240			
519	3092	240			
519	3512	240			
519	3932	240			
519	4310	240			
519	4625	240			
519	4940	240			
519	5318	240			
519	5633	240			
519	5948	240			
519	6326	240			
519	6641	240			
519	6956	240			
519	7334	240			
519	7649	240			
519	7964	240			
519	8279	240			
519	12057	150			
519	12066	150			
519	12085	150			
519	12092	240			
519	10196	300			
519	10193	50			
519	10194	50			
619	153	240			
619	573	240			
619	993	240			
619	1413	240			
619	1833	240			
619	2253	240			
619	2673	240			
619	3093	240			
619	3513	240			
619	3933	240			
619	4311	240			
619	4626	240			
619	4941	240			
619	5319	240			
619	5634	240			
619	5949	240			
619	6327	240			
619	6642	240			
619	6957	240			
619	7335	240			
619	7650	240			
619	7965	240			
619	8280	240			
619	12057	150			
619	12066	150			
619	12085	150			
619	12092	240			
619	10196	300			
619	10193	50			
619	10194	50			
20	169	50			
20	589	50			
20	1009	30			
20	1429	30			
20	1849	50			
20	2269	50			
20	2689	30			
20	3109	30			
20	3529	30			
20	3949	50			
20	4327	50			
20	4642	50			
20	4957	50			
20	5335	50			
20	5650	50			
20	5965	50			
20	6343	50			
20	6658	50			
20	6973	50			
20	7351	50			
20	7666	50			
20	7981	50			
20	8296	50			
20	10196	300			
20	10193	50			
20	10194	50			
220	169	52			
220	589	52			
220	1009	32			
220	1429	32			
220	1849	52			
220	2269	52			
220	2689	32			
220	3109	32			
220	3529	32			
220	3949	52			
220	4327	52			
220	4642	52			
220	4957	52			
220	5335	52			
220	5650	52			
220	5965	52			
220	6343	52			
220	6658	52			
220	6973	52			
220	7351	52			
220	7666	52			
220	7981	52			
220	8296	52			
220	10196	300			
220	10193	50			
220	10194	50			
320	169	54			
320	589	54			
320	1009	34			
320	1429	34			
320	1849	54			
320	2269	54			
320	2689	34			
320	3109	34			
320	3529	34			
320	3949	54			
320	4327	54			
320	4642	54			
320	4957	54			
320	5335	54			
320	5650	54			
320	5965	54			
320	6343	54			
320	6658	54			
320	6973	54			
320	7351	54			
320	7666	54			
320	7981	54			
320	8296	54			
320	10196	300			
320	10193	50			
320	10194	50			
420	169	56			
420	589	56			
420	1009	36			
420	1429	36			
420	1849	56			
420	2269	56			
420	2689	36			
420	3109	36			
420	3529	36			
420	3949	56			
420	4327	56			
420	4642	56			
420	4957	56			
420	5335	56			
420	5650	56			
420	5965	56			
420	6343	56			
420	6658	56			
420	6973	56			
420	7351	56			
420	7666	56			
420	7981	56			
420	8296	56			
420	10196	300			
420	10193	50			
420	10194	50			
520	169	58			
520	589	58			
520	1009	38			
520	1429	38			
520	1849	58			
520	2269	58			
520	2689	38			
520	3109	38			
520	3529	38			
520	3949	58			
520	4327	58			
520	4642	58			
520	4957	58			
520	5335	58			
520	5650	58			
520	5965	58			
520	6343	58			
520	6658	58			
520	6973	58			
520	7351	58			
520	7666	58			
520	7981	58			
520	8296	58			
520	10196	300			
520	10193	50			
520	10194	50			
620	169	60			
620	589	60			
620	1009	40			
620	1429	40			
620	1849	60			
620	2269	60			
620	2689	40			
620	3109	40			
620	3529	40			
620	3949	60			
620	4327	60			
620	4642	60			
620	4957	60			
620	5335	60			
620	5650	60			
620	5965	60			
620	6343	60			
620	6658	60			
620	6973	60			
620	7351	60			
620	7666	60			
620	7981	60			
620	8296	60			
620	10196	300			
620	10193	60			
620	10194	60			
21	169	60			
21	589	60			
21	1009	40			
21	1429	40			
21	1849	60			
21	2269	60			
21	2689	40			
21	3109	40			
21	3529	40			
21	3949	60			
21	4327	60			
21	4642	60			
21	4957	60			
21	5335	60			
21	5650	60			
21	5965	60			
21	6343	60			
21	6658	60			
21	6973	60			
21	7351	60			
21	7666	60			
21	7981	60			
21	8296	60			
21	12070	220			
21	12094	220			
21	10196	300			
21	10193	52			
21	10194	60			
221	169	62			
221	589	62			
221	1009	42			
221	1429	42			
221	1849	62			
221	2269	62			
221	2689	42			
221	3109	42			
221	3529	42			
221	3949	62			
221	4327	62			
221	4642	62			
221	4957	62			
221	5335	62			
221	5650	62			
221	5965	62			
221	6343	62			
221	6658	62			
221	6973	62			
221	7351	62			
221	7666	62			
221	7981	62			
221	8296	62			
221	12070	220			
221	12094	220			
221	10196	300			
221	10193	50			
221	10194	50			
321	169	64			
321	589	64			
321	1009	44			
321	1429	44			
321	1849	64			
321	2269	64			
321	2689	44			
321	3109	44			
321	3529	44			
321	3949	64			
321	4327	64			
321	4642	64			
321	4957	64			
321	5335	64			
321	5650	64			
321	5965	64			
321	6343	64			
321	6658	64			
321	6973	64			
321	7351	64			
321	7666	64			
321	7981	64			
321	8296	64			
321	12070	220			
321	12094	220			
321	10196	300			
321	10193	50			
321	10194	50			
421	169	66			
421	589	66			
421	1009	46			
421	1429	46			
421	1849	66			
421	2269	66			
421	2689	46			
421	3109	46			
421	3529	46			
421	3949	66			
421	4327	66			
421	4642	66			
421	4957	66			
421	5335	66			
421	5650	66			
421	5965	66			
421	6343	66			
421	6658	66			
421	6973	66			
421	7351	66			
421	7666	66			
421	7981	66			
421	8296	66			
421	12070	220			
421	12094	220			
421	10196	300			
421	10193	50			
421	10194	50			
521	169	68			
521	589	68			
521	1009	48			
521	1429	48			
521	1849	68			
521	2269	68			
521	2689	48			
521	3109	48			
521	3529	48			
521	3949	68			
521	4327	68			
521	4642	68			
521	4957	68			
521	5335	68			
521	5650	68			
521	5965	68			
521	6343	68			
521	6658	68			
521	6973	68			
521	7351	68			
521	7666	68			
521	7981	68			
521	8296	68			
521	12070	220			
521	12094	220			
521	10196	300			
521	10193	50			
521	10194	50			
621	169	70			
621	589	70			
621	1009	50			
621	1429	50			
621	1849	70			
621	2269	70			
621	2689	50			
621	3109	50			
621	3529	50			
