;	Item Numb	English	Korean Name	Type	Level	최소공격	최대공격	최소마법	최대마법	슬롯갯수	확률	착용직업	공격 범위	내구력	내구력경험치	공격속도	아이템속성	아이템성향	아이템무게	필요힘	필요지혜	필요민첩	필요카리스마	수리가격	판매가격	구입가격	힘+	지혜+	민첩+	카리스마+	체력+	마나+	물리데미지+	마법데미지+	방어력+	마법저항+	근거리	원거리	흑마법	백마법	힘-	지혜-	민첩-	카리스마-	체력-	마나-	물리데미지	마법데미지	방어력	마법저항	근거리	원거리	흑마법	백마법	남자이미지	2	3	4	5	남자스킨	여자이미지	2	3	4	5	여자스킨		
1762	18	+18 블러드라이스	+18 블러드라이스	7	3	475	482	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	2908	14536	72679	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0024_1.mod	Wc_0024_2.mod	Wc_0024_3.mod	Wc_0024.tga	Wc_0024.tga	0	Wc_0024_1.mod	Wc_0024_2.mod	Wc_0024_3.mod	Wc_0024.tga	Wc_0024.tga	0	424	0
1763	19	+19 블러드라이스	+19 블러드라이스	7	3	539	546	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	3053	15263	76313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0024_1.mod	Wc_0024_2.mod	Wc_0024_3.mod	Wc_0024.tga	Wc_0024.tga	0	Wc_0024_1.mod	Wc_0024_2.mod	Wc_0024_3.mod	Wc_0024.tga	Wc_0024.tga	0	486	0
1764	20	+20 블러드라이스	+20 블러드라이스	7	3	611	618	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	3206	16026	80129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0024_1.mod	Wc_0024_2.mod	Wc_0024_3.mod	Wc_0024.tga	Wc_0024.tga	0	Wc_0024_1.mod	Wc_0024_2.mod	Wc_0024_3.mod	Wc_0024.tga	Wc_0024.tga	0	556	0
1765	0	골든 모닝스타	골든 모닝스타	7	4	42	49	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	1329	6643	33212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	0	0
1766	1	+1 골든 모닝스타	+1 골든 모닝스타	7	4	44	51	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	1395	6975	34873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	2	0
1767	2	+2 골든 모닝스타	+2 골든 모닝스타	7	4	46	53	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	1465	7324	36617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	4	0
1768	3	+3 골든 모닝스타	+3 골든 모닝스타	7	4	60	67	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	1538	7690	38448	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	18	0
1769	4	+4 골든 모닝스타	+4 골든 모닝스타	7	4	64	71	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	1615	8075	40371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	22	0
1770	5	+5 골든 모닝스타	+5 골든 모닝스타	7	4	71	78	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	1696	8478	42390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	28	0
1771	6	+6 골든 모닝스타	+6 골든 모닝스타	7	4	89	96	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	1781	8902	44510	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	46	0
1772	7	+7 골든 모닝스타	+7 골든 모닝스타	7	4	100	107	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	1870	9348	46736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	57	0
1773	8	+8 골든 모닝스타	+8 골든 모닝스타	7	4	119	126	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	1963	9815	49073	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	75	0
1774	9	+9 골든 모닝스타	+9 골든 모닝스타	7	4	142	149	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	2062	10306	51527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	97	0
1775	10	+10 골든 모닝스타	+10 골든 모닝스타	7	4	168	175	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	2165	10821	54104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	123	0
1776	11	+11 골든 모닝스타	+11 골든 모닝스타	7	4	196	203	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	2273	11362	56810	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	150	0
1777	12	+12 골든 모닝스타	+12 골든 모닝스타	7	4	227	234	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	2387	11931	59651	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	180	0
1778	13	+13 골든 모닝스타	+13 골든 모닝스타	7	4	264	271	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	2506	12527	62634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	216	0
1779	14	+14 골든 모닝스타	+14 골든 모닝스타	7	4	300	307	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	2631	13154	65766	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	251	0
1780	15	+15 골든 모닝스타	+15 골든 모닝스타	7	4	341	348	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	2763	13811	69055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	291	0
1781	16	+16 골든 모닝스타	+16 골든 모닝스타	7	4	389	396	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	2901	14502	72508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	337	0
1782	17	+17 골든 모닝스타	+17 골든 모닝스타	7	4	441	448	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	3046	15227	76134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	388	0
1783	18	+18 골든 모닝스타	+18 골든 모닝스타	7	4	501	508	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	3198	15989	79941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	446	0
1784	19	+19 골든 모닝스타	+19 골든 모닝스타	7	4	568	575	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	3358	16788	83939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	511	0
1785	20	+20 골든 모닝스타	+20 골든 모닝스타	7	4	644	651	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	3526	17628	88136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	Wc_0025_1.mod	Wc_0025_2.mod	Wc_0025_3.mod	Wc_0025.tga	Wc_0025.tga	0	585	0
1786	0	티탄의 모닝스타	티탄의 모닝스타	7	4	45	52	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	1462	7307	36534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	0	0
1787	1	+1 티탄의 모닝스타	+1 티탄의 모닝스타	7	4	47	54	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	1535	7673	38361	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	2	0
1788	2	+2 티탄의 모닝스타	+2 티탄의 모닝스타	7	4	49	56	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	1612	8056	40280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	4	0
1789	3	+3 티탄의 모닝스타	+3 티탄의 모닝스타	7	4	63	70	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	1692	8459	42294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	18	0
1790	4	+4 티탄의 모닝스타	+4 티탄의 모닝스타	7	4	68	75	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	1777	8882	44409	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	23	0
1791	5	+5 티탄의 모닝스타	+5 티탄의 모닝스타	7	4	75	82	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	1866	9326	46630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	29	0
1792	6	+6 티탄의 모닝스타	+6 티탄의 모닝스타	7	4	94	101	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	1959	9793	48962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	48	0
1793	7	+7 티탄의 모닝스타	+7 티탄의 모닝스타	7	4	106	113	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	2057	10283	51411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	59	0
1794	8	+8 티탄의 모닝스타	+8 티탄의 모닝스타	7	4	126	133	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	2160	10797	53982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	79	0
1795	9	+9 티탄의 모닝스타	+9 티탄의 모닝스타	7	4	150	157	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	2268	11337	56682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	102	0
1796	10	+10 티탄의 모닝스타	+10 티탄의 모닝스타	7	4	178	185	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	2381	11904	59517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	129	0
1797	11	+11 티탄의 모닝스타	+11 티탄의 모닝스타	7	4	206	213	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	2500	12499	62493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	157	0
1798	12	+12 티탄의 모닝스타	+12 티탄의 모닝스타	7	4	239	246	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	2625	13124	65618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	189	0
1799	13	+13 티탄의 모닝스타	+13 티탄의 모닝스타	7	4	278	285	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	2756	13780	68899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	226	0
1800	14	+14 티탄의 모닝스타	+14 티탄의 모닝스타	7	4	317	324	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	2894	14469	72344	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	264	0
1801	15	+15 티탄의 모닝스타	+15 티탄의 모닝스타	7	4	360	367	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	3039	15193	75962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	306	0
1802	16	+16 티탄의 모닝스타	+16 티탄의 모닝스타	7	4	408	415	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	3191	15953	79761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	353	0
1803	17	+17 티탄의 모닝스타	+17 티탄의 모닝스타	7	4	464	471	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	3350	16750	83750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	407	0
1804	18	+18 티탄의 모닝스타	+18 티탄의 모닝스타	7	4	527	534	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	3518	17588	87938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	468	0
1805	19	+19 티탄의 모닝스타	+19 티탄의 모닝스타	7	4	597	604	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	3694	18467	92335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	536	0
1806	20	+20 티탄의 모닝스타	+20 티탄의 모닝스타	7	4	677	684	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	3879	19391	96952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	Wc_0028_1.mod	Wc_0028_2.mod	Wc_0028_3.mod	Wc_0028.tga	Wc_0028.tga	0	614	0
1807	0	데스나이트의 모닝스타	데스나이트의 모닝스타	7	4	49	56	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	1608	8038	40187	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0029_1.mod	Wc_0029_2.mod	Wc_0029_3.mod	Wc_0029.tga	Wc_0029.tga	0	Wc_0029_1.mod	Wc_0029_2.mod	Wc_0029_3.mod	Wc_0029.tga	Wc_0029.tga	0	0	0
1808	1	+1 데스나이트의 모닝스타	+1 데스나이트의 모닝스타	7	4	51	58	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	1688	8440	42197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0029_1.mod	Wc_0029_2.mod	Wc_0029_3.mod	Wc_0029.tga	Wc_0029.tga	0	Wc_0029_1.mod	Wc_0029_2.mod	Wc_0029_3.mod	Wc_0029.tga	Wc_0029.tga	0	2	0
1809	2	+2 데스나이트의 모닝스타	+2 데스나이트의 모닝스타	7	4	53	60	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	1773	8862	44307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0029_1.mod	Wc_0029_2.mod	Wc_0029_3.mod	Wc_0029.tga	Wc_0029.tga	0	Wc_0029_1.mod	Wc_0029_2.mod	Wc_0029_3.mod	Wc_0029.tga	Wc_0029.tga	0	4	0
1810	3	+3 데스나이트의 모닝스타	+3 데스나이트의 모닝스타	7	4	68	75	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	1861	9305	46523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0029_1.mod	Wc_0029_2.mod	Wc_0029_3.mod	Wc_0029.tga	Wc_0029.tga	0	Wc_0029_1.mod	Wc_0029_2.mod	Wc_0029_3.mod	Wc_0029.tga	Wc_0029.tga	0	19	0
1811	4	+4 데스나이트의 모닝스타	+4 데스나이트의 모닝스타	7	4	75	82	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	1954	9770	48850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0029_1.mod	Wc_0029_2.mod	Wc_0029_3.mod	Wc_0029.tga	Wc_0029.tga	0	Wc_0029_1.mod	Wc_0029_2.mod	Wc_0029_3.mod	Wc_0029.tga	Wc_0029.tga	0	25	0
1812	5	+5 데스나이트의 모닝스타	+5 데스나이트의 모닝스타	7	4	80	87	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	2052	10259	51293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0029_1.mod	Wc_0029_2.mod	Wc_0029_3.mod	Wc_0029.tga	Wc_0029.tga	0	Wc_0029_1.mod	Wc_0029_2.mod	Wc_0029_3.mod	Wc_0029.tga	Wc_0029.tga	0	30	0
1813	6	+6 데스나이트의 모닝스타	+6 데스나이트의 모닝스타	7	4	101	108	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	2155	10772	53858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0029_1.mod	Wc_0029_2.mod	Wc_0029_3.mod	Wc_0029.tga	Wc_0029.tga	0	Wc_0029_1.mod	Wc_0029_2.mod	Wc_0029_3.mod	Wc_0029.tga	Wc_0029.tga	0	51	0
1814	7	+7 데스나이트의 모닝스타	+7 데스나이트의 모닝스타	7	4	114	121	0	0	0	0	0	2	50	0	3	0	0	0	0	0	0	0	2263	11311	56551	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	Wc_0029_1.mod	Wc_0029_2.mod	Wc_0029_3.mod	Wc_0029.tga	Wc_0029.tga	0	Wc_0029_1.mod	Wc_0029_2.mod	Wc_0029_3.mod	Wc_0029.tga	Wc_0029.tga	0	63	0
