;레벨	근거리 필요경험치	원거리 필요경험치	흑마법 필요경험치	백마법 필요경험치
710	1499070464	1462353920	1426251776	1390968832
711	1499070464	1462353920	1426251776	1390968832
712	1499070464	1462353920	1426251776	1390968832
713	1499070464	1462353920	1426251776	1390968832
714	1499070464	1462353920	1426251776	1390968832
715	1499070464	1462353920	1426251776	1390968832
716	1499070464	1462353920	1426251776	1390968832
717	1499070464	1462353920	1426251776	1390968832
718	1499070464	1462353920	1426251776	1390968832
719	1499070464	1462353920	1426251776	1390968832
720	1499070464	1462353920	1426251776	1390968832
721	1499070464	1462353920	1426251776	1390968832
722	1499070464	1462353920	1426251776	1390968832
723	1499070464	1462353920	1426251776	1390968832
724	1499070464	1462353920	1426251776	1390968832
725	1499070464	1462353920	1426251776	1390968832
726	1499070464	1462353920	1426251776	1390968832
727	1499070464	1462353920	1426251776	1390968832
728	1499070464	1462353920	1426251776	1390968832
729	1499070464	1462353920	1426251776	1390968832
730	1499070464	1462353920	1426251776	1390968832
731	1499070464	1462353920	1426251776	1390968832
732	1499070464	1462353920	1426251776	1390968832
733	1499070464	1462353920	1426251776	1390968832
734	1499070464	1462353920	1426251776	1390968832
735	1499070464	1462353920	1426251776	1390968832
736	1499070464	1462353920	1426251776	1390968832
737	1499070464	1462353920	1426251776	1390968832
738	1499070464	1462353920	1426251776	1390968832
739	1499070464	1462353920	1426251776	1390968832
740	1499070464	1462353920	1426251776	1390968832
741	1499070464	1462353920	1426251776	1390968832
742	1499070464	1462353920	1426251776	1390968832
743	1499070464	1462353920	1426251776	1390968832
744	1499070464	1462353920	1426251776	1390968832
745	1499070464	1462353920	1426251776	1390968832
746	1499070464	1462353920	1426251776	1390968832
747	1499070464	1462353920	1426251776	1390968832
748	1499070464	1462353920	1426251776	1390968832
749	1499070464	1462353920	1426251776	1390968832
750	1499070464	1462353920	1426251776	1390968832
751	1499070464	1462353920	1426251776	1390968832
752	1499070464	1462353920	1426251776	1390968832
753	1499070464	1462353920	1426251776	1390968832
754	1499070464	1462353920	1426251776	1390968832
755	1499070464	1462353920	1426251776	1390968832
756	1499070464	1462353920	1426251776	1390968832
757	1499070464	1462353920	1426251776	1390968832
758	1499070464	1462353920	1426251776	1390968832
759	1499070464	1462353920	1426251776	1390968832
760	1499070464	1462353920	1426251776	1390968832
761	1499070464	1462353920	1426251776	1390968832
762	1499070464	1462353920	1426251776	1390968832
763	1499070464	1462353920	1426251776	1390968832
764	1499070464	1462353920	1426251776	1390968832
765	1499070464	1462353920	1426251776	1390968832
766	1499070464	1462353920	1426251776	1390968832
767	1499070464	1462353920	1426251776	1390968832
768	1499070464	1462353920	1426251776	1390968832
769	1499070464	1462353920	1426251776	1390968832
770	1499070464	1462353920	1426251776	1390968832
771	1499070464	1462353920	1426251776	1390968832
772	1499070464	1462353920	1426251776	1390968832
773	1499070464	1462353920	1426251776	1390968832
774	1499070464	1462353920	1426251776	1390968832
775	1499070464	1462353920	1426251776	1390968832
776	1499070464	1462353920	1426251776	1390968832
777	1499070464	1462353920	1426251776	1390968832
778	1499070464	1462353920	1426251776	1390968832
779	1499070464	1462353920	1426251776	1390968832
780	1499070464	1462353920	1426251776	1390968832
781	1499070464	1462353920	1426251776	1390968832
782	1499070464	1462353920	1426251776	1390968832
783	1499070464	1462353920	1426251776	1390968832
784	1499070464	1462353920	1426251776	1390968832
785	1499070464	1462353920	1426251776	1390968832
786	1499070464	1462353920	1426251776	1390968832
787	1499070464	1462353920	1426251776	1390968832
788	1499070464	1462353920	1426251776	1390968832
789	1499070464	1462353920	1426251776	1390968832
790	1499070464	1462353920	1426251776	1390968832
791	1499070464	1462353920	1426251776	1390968832
792	1499070464	1462353920	1426251776	1390968832
793	1499070464	1462353920	1426251776	1390968832
794	1499070464	1462353920	1426251776	1390968832
795	1499070464	1462353920	1426251776	1390968832
796	1499070464	1462353920	1426251776	1390968832
797	1499070464	1462353920	1426251776	1390968832
798	1499070464	1462353920	1426251776	1390968832
799	1499070464	1462353920	1426251776	1390968832
800	1499070464	1462353920	1426251776	1390968832
801	1499070464	1462353920	1426251776	1390968832
802	1499070464	1462353920	1426251776	1390968832
803	1499070464	1462353920	1426251776	1390968832
804	1499070464	1462353920	1426251776	1390968832
805	1499070464	1462353920	1426251776	1390968832
806	1499070464	1462353920	1426251776	1390968832
807	1499070464	1462353920	1426251776	1390968832
808	1499070464	1462353920	1426251776	1390968832
809	1499070464	1462353920	1426251776	1390968832
810	1499070464	1462353920	1426251776	1390968832
811	1499070464	1462353920	1426251776	1390968832
812	1499070464	1462353920	1426251776	1390968832
813	1499070464	1462353920	1426251776	1390968832
814	1499070464	1462353920	1426251776	1390968832
815	1499070464	1462353920	1426251776	1390968832
816	1499070464	1462353920	1426251776	1390968832
817	1499070464	1462353920	1426251776	1390968832
818	1499070464	1462353920	1426251776	1390968832
819	1499070464	1462353920	1426251776	1390968832
820	1499070464	1462353920	1426251776	1390968832
821	1499070464	1462353920	1426251776	1390968832
822	1499070464	1462353920	1426251776	1390968832
823	1499070464	1462353920	1426251776	1390968832
824	1499070464	1462353920	1426251776	1390968832
825	1499070464	1462353920	1426251776	1390968832
826	1499070464	1462353920	1426251776	1390968832
827	1499070464	1462353920	1426251776	1390968832
828	1499070464	1462353920	1426251776	1390968832
829	1499070464	1462353920	1426251776	1390968832
830	1499070464	1462353920	1426251776	1390968832
831	1499070464	1462353920	1426251776	1390968832
832	1499070464	1462353920	1426251776	1390968832
833	1499070464	1462353920	1426251776	1390968832
834	1499070464	1462353920	1426251776	1390968832
835	1499070464	1462353920	1426251776	1390968832
836	1499070464	1462353920	1426251776	1390968832
837	1499070464	1462353920	1426251776	1390968832
838	1499070464	1462353920	1426251776	1390968832
839	1499070464	1462353920	1426251776	1390968832
840	1499070464	1462353920	1426251776	1390968832
841	1499070464	1462353920	1426251776	1390968832
842	1499070464	1462353920	1426251776	1390968832
843	1499070464	1462353920	1426251776	1390968832
844	1499070464	1462353920	1426251776	1390968832
845	1499070464	1462353920	1426251776	1390968832
846	1499070464	1462353920	1426251776	1390968832
847	1499070464	1462353920	1426251776	1390968832
848	1499070464	1462353920	1426251776	1390968832
849	1499070464	1462353920	1426251776	1390968832
850	1499070464	1462353920	1426251776	1390968832
851	1499070464	1462353920	1426251776	1390968832
852	1499070464	1462353920	1426251776	1390968832
853	1499070464	1462353920	1426251776	1390968832
854	1499070464	1462353920	1426251776	1390968832
855	1499070464	1462353920	1426251776	1390968832
856	1499070464	1462353920	1426251776	1390968832
857	1499070464	1462353920	1426251776	1390968832
858	1499070464	1462353920	1426251776	1390968832
859	1499070464	1462353920	1426251776	1390968832
860	1499070464	1462353920	1426251776	1390968832
861	1499070464	1462353920	1426251776	1390968832
862	1499070464	1462353920	1426251776	1390968832
863	1499070464	1462353920	1426251776	1390968832
864	1499070464	1462353920	1426251776	1390968832
865	1499070464	1462353920	1426251776	1390968832
866	1499070464	1462353920	1426251776	1390968832
867	1499070464	1462353920	1426251776	1390968832
868	1499070464	1462353920	1426251776	1390968832
869	1499070464	1462353920	1426251776	1390968832
870	1499070464	1462353920	1426251776	1390968832
871	1499070464	1462353920	1426251776	1390968832
872	1499070464	1462353920	1426251776	1390968832
873	1499070464	1462353920	1426251776	1390968832
874	1499070464	1462353920	1426251776	1390968832
875	1499070464	1462353920	1426251776	1390968832
876	1499070464	1462353920	1426251776	1390968832
877	1499070464	1462353920	1426251776	1390968832
878	1499070464	1462353920	1426251776	1390968832
879	1499070464	1462353920	1426251776	1390968832
880	1499070464	1462353920	1426251776	1390968832
881	1499070464	1462353920	1426251776	1390968832
882	1499070464	1462353920	1426251776	1390968832
883	1499070464	1462353920	1426251776	1390968832
884	1499070464	1462353920	1426251776	1390968832
885	1499070464	1462353920	1426251776	1390968832
886	1499070464	1462353920	1426251776	1390968832
887	1499070464	1462353920	1426251776	1390968832
888	1499070464	1462353920	1426251776	1390968832
889	1499070464	1462353920	1426251776	1390968832
890	1499070464	1462353920	1426251776	1390968832
891	1499070464	1462353920	1426251776	1390968832
892	1499070464	1462353920	1426251776	1390968832
893	1499070464	1462353920	1426251776	1390968832
894	1499070464	1462353920	1426251776	1390968832
895	1499070464	1462353920	1426251776	1390968832
896	1499070464	1462353920	1426251776	1390968832
897	1499070464	1462353920	1426251776	1390968832
898	1499070464	1462353920	1426251776	1390968832
899	1499070464	1462353920	1426251776	1390968832
900	1499070464	1462353920	1426251776	1390968832
901	1499070464	1462353920	1426251776	1390968832
902	1499070464	1462353920	1426251776	1390968832
903	1499070464	1462353920	1426251776	1390968832
904	1499070464	1462353920	1426251776	1390968832
905	1499070464	1462353920	1426251776	1390968832
906	1499070464	1462353920	1426251776	1390968832
907	1499070464	1462353920	1426251776	1390968832
908	1499070464	1462353920	1426251776	1390968832
909	1499070464	1462353920	1426251776	1390968832
910	1499070464	1462353920	1426251776	1390968832
911	1499070464	1462353920	1426251776	1390968832
912	1499070464	1462353920	1426251776	1390968832
913	1499070464	1462353920	1426251776	1390968832
914	1499070464	1462353920	1426251776	1390968832
915	1499070464	1462353920	1426251776	1390968832
916	1499070464	1462353920	1426251776	1390968832
917	1499070464	1462353920	1426251776	1390968832
918	1499070464	1462353920	1426251776	1390968832
919	1499070464	1462353920	1426251776	1390968832
920	1499070464	1462353920	1426251776	1390968832
921	1499070464	1462353920	1426251776	1390968832
922	1499070464	1462353920	1426251776	1390968832
923	1499070464	1462353920	1426251776	1390968832
924	1499070464	1462353920	1426251776	1390968832
925	1499070464	1462353920	1426251776	1390968832
926	1499070464	1462353920	1426251776	1390968832
927	1499070464	1462353920	1426251776	1390968832
928	1499070464	1462353920	1426251776	1390968832
929	1499070464	1462353920	1426251776	1390968832
930	1499070464	1462353920	1426251776	1390968832
931	1499070464	1462353920	1426251776	1390968832
932	1499070464	1462353920	1426251776	1390968832
933	1499070464	1462353920	1426251776	1390968832
934	1499070464	1462353920	1426251776	1390968832
935	1499070464	1462353920	1426251776	1390968832
936	1499070464	1462353920	1426251776	1390968832
937	1499070464	1462353920	1426251776	1390968832
938	1499070464	1462353920	1426251776	1390968832
939	1499070464	1462353920	1426251776	1390968832
940	1499070464	1462353920	1426251776	1390968832
941	1499070464	1462353920	1426251776	1390968832
942	1499070464	1462353920	1426251776	1390968832
943	1499070464	1462353920	1426251776	1390968832
944	1499070464	1462353920	1426251776	1390968832
945	1499070464	1462353920	1426251776	1390968832
946	1499070464	1462353920	1426251776	1390968832
947	1499070464	1462353920	1426251776	1390968832
948	1499070464	1462353920	1426251776	1390968832
949	1499070464	1462353920	1426251776	1390968832
950	1499070464	1462353920	1426251776	1390968832
951	1499070464	1462353920	1426251776	1390968832
952	1499070464	1462353920	1426251776	1390968832
953	1499070464	1462353920	1426251776	1390968832
954	1499070464	1462353920	1426251776	1390968832
955	1499070464	1462353920	1426251776	1390968832
956	1499070464	1462353920	1426251776	1390968832
957	1499070464	1462353920	1426251776	1390968832
958	1499070464	1462353920	1426251776	1390968832
959	1499070464	1462353920	1426251776	1390968832
960	1499070464	1462353920	1426251776	1390968832
961	1499070464	1462353920	1426251776	1390968832
962	1499070464	1462353920	1426251776	1390968832
963	1499070464	1462353920	1426251776	1390968832
964	1499070464	1462353920	1426251776	1390968832
965	1499070464	1462353920	1426251776	1390968832
966	1499070464	1462353920	1426251776	1390968832
967	1499070464	1462353920	1426251776	1390968832
968	1499070464	1462353920	1426251776	1390968832
969	1499070464	1462353920	1426251776	1390968832
970	1499070464	1462353920	1426251776	1390968832
971	1499070464	1462353920	1426251776	1390968832
972	1499070464	1462353920	1426251776	1390968832
973	1499070464	1462353920	1426251776	1390968832
974	1499070464	1462353920	1426251776	1390968832
975	1499070464	1462353920	1426251776	1390968832
976	1499070464	1462353920	1426251776	1390968832
977	1499070464	1462353920	1426251776	1390968832
978	1499070464	1462353920	1426251776	1390968832
979	1499070464	1462353920	1426251776	1390968832
980	1499070464	1462353920	1426251776	1390968832
981	1499070464	1462353920	1426251776	1390968832
982	1499070464	1462353920	1426251776	1390968832
983	1499070464	1462353920	1426251776	1390968832
984	1499070464	1462353920	1426251776	1390968832
985	1499070464	1462353920	1426251776	1390968832
986	1499070464	1462353920	1426251776	1390968832
987	1499070464	1462353920	1426251776	1390968832
988	1499070464	1462353920	1426251776	1390968832
989	1499070464	1462353920	1426251776	1390968832
990	1499070464	1462353920	1426251776	1390968832
991	1499070464	1462353920	1426251776	1390968832
992	1499070464	1462353920	1426251776	1390968832
993	1499070464	1462353920	1426251776	1390968832
994	1499070464	1462353920	1426251776	1390968832
995	1499070464	1462353920	1426251776	1390968832
996	1499070464	1462353920	1426251776	1390968832
997	1499070464	1462353920	1426251776	1390968832
998	1499070464	1462353920	1426251776	1390968832
999	1499070464	1462353920	1426251776	1390968832
1000	1499070464	1462353920	1426251776	1390968832
1001	1499070464	1462353920	1426251776	1390968832
1002	1499070464	1462353920	1426251776	1390968832
1003	1499070464	1462353920	1426251776	1390968832
1004	1499070464	1462353920	1426251776	1390968832
1005	1499070464	1462353920	1426251776	1390968832
1006	1499070464	1462353920	1426251776	1390968832
1007	1499070464	1462353920	1426251776	1390968832
1008	1499070464	1462353920	1426251776	1390968832
1009	1499070464	1462353920	1426251776	1390968832
1010	1499070464	1462353920	1426251776	1390968832
1011	1499070464	1462353920	1426251776	1390968832
1012	1499070464	1462353920	1426251776	1390968832
1013	1499070464	1462353920	1426251776	1390968832
1014	1499070464	1462353920	1426251776	1390968832
1015	1499070464	1462353920	1426251776	1390968832
1016	1499070464	1462353920	1426251776	1390968832
1017	1499070464	1462353920	1426251776	1390968832
1018	1499070464	1462353920	1426251776	1390968832
1019	1499070464	1462353920	1426251776	1390968832
1020	1499070464	1462353920	1426251776	1390968832
1021	1499070464	1462353920	1426251776	1390968832
1022	1499070464	1462353920	1426251776	1390968832
1023	1499070464	1462353920	1426251776	1390968832
1024	1499070464	1462353920	1426251776	1390968832
1025	1499070464	1462353920	1426251776	1390968832
1026	1499070464	1462353920	1426251776	1390968832
1027	1499070464	1462353920	1426251776	1390968832
1028	1499070464	1462353920	1426251776	1390968832
1029	1499070464	1462353920	1426251776	1390968832
1030	1499070464	1462353920	1426251776	1390968832
1031	1499070464	1462353920	1426251776	1390968832
1032	1499070464	1462353920	1426251776	1390968832
1033	1499070464	1462353920	1426251776	1390968832
1034	1499070464	1462353920	1426251776	1390968832
1035	1499070464	1462353920	1426251776	1390968832
1036	1499070464	1462353920	1426251776	1390968832
1037	1499070464	1462353920	1426251776	1390968832
1038	1499070464	1462353920	1426251776	1390968832
1039	1499070464	1462353920	1426251776	1390968832
1040	1499070464	1462353920	1426251776	1390968832
1041	1499070464	1462353920	1426251776	1390968832
1042	1499070464	1462353920	1426251776	1390968832
1043	1499070464	1462353920	1426251776	1390968832
1044	1499070464	1462353920	1426251776	1390968832
1045	1499070464	1462353920	1426251776	1390968832
1046	1499070464	1462353920	1426251776	1390968832
1047	1499070464	1462353920	1426251776	1390968832
1048	1499070464	1462353920	1426251776	1390968832
1049	1499070464	1462353920	1426251776	1390968832
1050	1499070464	1462353920	1426251776	1390968832
1051	1499070464	1462353920	1426251776	1390968832
1052	1499070464	1462353920	1426251776	1390968832
1053	1499070464	1462353920	1426251776	1390968832
1054	1499070464	1462353920	1426251776	1390968832
1055	1499070464	1462353920	1426251776	1390968832
1056	1499070464	1462353920	1426251776	1390968832
1057	1499070464	1462353920	1426251776	1390968832
1058	1499070464	1462353920	1426251776	1390968832
1059	1499070464	1462353920	1426251776	1390968832
1060	1499070464	1462353920	1426251776	1390968832
1061	1499070464	1462353920	1426251776	1390968832
1062	1499070464	1462353920	1426251776	1390968832
1063	1499070464	1462353920	1426251776	1390968832
1064	1499070464	1462353920	1426251776	1390968832
1065	1499070464	1462353920	1426251776	1390968832
1066	1499070464	1462353920	1426251776	1390968832
1067	1499070464	1462353920	1426251776	1390968832
1068	1499070464	1462353920	1426251776	1390968832
1069	1499070464	1462353920	1426251776	1390968832
1070	1499070464	1462353920	1426251776	1390968832
1071	1499070464	1462353920	1426251776	1390968832
1072	1499070464	1462353920	1426251776	1390968832
1073	1499070464	1462353920	1426251776	1390968832
1074	1499070464	1462353920	1426251776	1390968832
1075	1499070464	1462353920	1426251776	1390968832
1076	1499070464	1462353920	1426251776	1390968832
1077	1499070464	1462353920	1426251776	1390968832
1078	1499070464	1462353920	1426251776	1390968832
1079	1499070464	1462353920	1426251776	1390968832
1080	1499070464	1462353920	1426251776	1390968832
1081	1499070464	1462353920	1426251776	1390968832
1082	1499070464	1462353920	1426251776	1390968832
1083	1499070464	1462353920	1426251776	1390968832
1084	1499070464	1462353920	1426251776	1390968832
1085	1499070464	1462353920	1426251776	1390968832
1086	1499070464	1462353920	1426251776	1390968832
1087	1499070464	1462353920	1426251776	1390968832
1088	1499070464	1462353920	1426251776	1390968832
1089	1499070464	1462353920	1426251776	1390968832
1090	1499070464	1462353920	1426251776	1390968832
1091	1499070464	1462353920	1426251776	1390968832
1092	1499070464	1462353920	1426251776	1390968832
1093	1499070464	1462353920	1426251776	1390968832
1094	1499070464	1462353920	1426251776	1390968832
1095	1499070464	1462353920	1426251776	1390968832
1096	1499070464	1462353920	1426251776	1390968832
1097	1499070464	1462353920	1426251776	1390968832
1098	1499070464	1462353920	1426251776	1390968832
1099	1499070464	1462353920	1426251776	1390968832
1100	1499070464	1462353920	1426251776	1390968832
1101	1499070464	1462353920	1426251776	1390968832
1102	1499070464	1462353920	1426251776	1390968832
1103	1499070464	1462353920	1426251776	1390968832
1104	1499070464	1462353920	1426251776	1390968832
1105	1499070464	1462353920	1426251776	1390968832
1106	1499070464	1462353920	1426251776	1390968832
1107	1499070464	1462353920	1426251776	1390968832
1108	1499070464	1462353920	1426251776	1390968832
1109	1499070464	1462353920	1426251776	1390968832
1110	1499070464	1462353920	1426251776	1390968832
1111	1499070464	1462353920	1426251776	1390968832
1112	1499070464	1462353920	1426251776	1390968832
1113	1499070464	1462353920	1426251776	1390968832
1114	1499070464	1462353920	1426251776	1390968832
1115	1499070464	1462353920	1426251776	1390968832
1116	1499070464	1462353920	1426251776	1390968832
1117	1499070464	1462353920	1426251776	1390968832
1118	1499070464	1462353920	1426251776	1390968832
1119	1499070464	1462353920	1426251776	1390968832
1120	1499070464	1462353920	1426251776	1390968832
1121	1499070464	1462353920	1426251776	1390968832
1122	1499070464	1462353920	1426251776	1390968832
1123	1499070464	1462353920	1426251776	1390968832
1124	1499070464	1462353920	1426251776	1390968832
1125	1499070464	1462353920	1426251776	1390968832
1126	1499070464	1462353920	1426251776	1390968832
1127	1499070464	1462353920	1426251776	1390968832
1128	1499070464	1462353920	1426251776	1390968832
1129	1499070464	1462353920	1426251776	1390968832
1130	1499070464	1462353920	1426251776	1390968832
1131	1499070464	1462353920	1426251776	1390968832
1132	1499070464	1462353920	1426251776	1390968832
1133	1499070464	1462353920	1426251776	1390968832
1134	1499070464	1462353920	1426251776	1390968832
1135	1499070464	1462353920	1426251776	1390968832
1136	1499070464	1462353920	1426251776	1390968832
1137	1499070464	1462353920	1426251776	1390968832
1138	1499070464	1462353920	1426251776	1390968832
1139	1499070464	1462353920	1426251776	1390968832
1140	1499070464	1462353920	1426251776	1390968832
1141	1499070464	1462353920	1426251776	1390968832
1142	1499070464	1462353920	1426251776	1390968832
1143	1499070464	1462353920	1426251776	1390968832
1144	1499070464	1462353920	1426251776	1390968832
1145	1499070464	1462353920	1426251776	1390968832
1146	1499070464	1462353920	1426251776	1390968832
1147	1499070464	1462353920	1426251776	1390968832
1148	1499070464	1462353920	1426251776	1390968832
1149	1499070464	1462353920	1426251776	1390968832
1150	1499070464	1462353920	1426251776	1390968832
1151	1499070464	1462353920	1426251776	1390968832
1152	1499070464	1462353920	1426251776	1390968832
1153	1499070464	1462353920	1426251776	1390968832
1154	1499070464	1462353920	1426251776	1390968832
1155	1499070464	1462353920	1426251776	1390968832
1156	1499070464	1462353920	1426251776	1390968832
1157	1499070464	1462353920	1426251776	1390968832
1158	1499070464	1462353920	1426251776	1390968832
1159	1499070464	1462353920	1426251776	1390968832
1160	1499070464	1462353920	1426251776	1390968832
1161	1499070464	1462353920	1426251776	1390968832
1162	1499070464	1462353920	1426251776	1390968832
1163	1499070464	1462353920	1426251776	1390968832
1164	1499070464	1462353920	1426251776	1390968832
1165	1499070464	1462353920	1426251776	1390968832
1166	1499070464	1462353920	1426251776	1390968832
1167	1499070464	1462353920	1426251776	1390968832
1168	1499070464	1462353920	1426251776	1390968832
1169	1499070464	1462353920	1426251776	1390968832
1170	1499070464	1462353920	1426251776	1390968832
1171	1499070464	1462353920	1426251776	1390968832
1172	1499070464	1462353920	1426251776	1390968832
1173	1499070464	1462353920	1426251776	1390968832
1174	1499070464	1462353920	1426251776	1390968832
1175	1499070464	1462353920	1426251776	1390968832
1176	1499070464	1462353920	1426251776	1390968832
1177	1499070464	1462353920	1426251776	1390968832
1178	1499070464	1462353920	1426251776	1390968832
1179	1499070464	1462353920	1426251776	1390968832
1180	1499070464	1462353920	1426251776	1390968832
1181	1499070464	1462353920	1426251776	1390968832
1182	1499070464	1462353920	1426251776	1390968832
1183	1499070464	1462353920	1426251776	1390968832
1184	1499070464	1462353920	1426251776	1390968832
1185	1499070464	1462353920	1426251776	1390968832
1186	1499070464	1462353920	1426251776	1390968832
1187	1499070464	1462353920	1426251776	1390968832
1188	1499070464	1462353920	1426251776	1390968832
1189	1499070464	1462353920	1426251776	1390968832
1190	1499070464	1462353920	1426251776	1390968832
1191	1499070464	1462353920	1426251776	1390968832
1192	1499070464	1462353920	1426251776	1390968832
1193	1499070464	1462353920	1426251776	1390968832
1194	1499070464	1462353920	1426251776	1390968832
1195	1499070464	1462353920	1426251776	1390968832
1196	1499070464	1462353920	1426251776	1390968832
1197	1499070464	1462353920	1426251776	1390968832
1198	1499070464	1462353920	1426251776	1390968832
1199	1499070464	1462353920	1426251776	1390968832
1200	1499070464	1462353920	1426251776	1390968832
1201	1499070464	1462353920	1426251776	1390968832
1202	1499070464	1462353920	1426251776	1390968832
1203	1499070464	1462353920	1426251776	1390968832
1204	1499070464	1462353920	1426251776	1390968832
1205	1499070464	1462353920	1426251776	1390968832
1206	1499070464	1462353920	1426251776	1390968832
1207	1499070464	1462353920	1426251776	1390968832
1208	1499070464	1462353920	1426251776	1390968832
1209	1499070464	1462353920	1426251776	1390968832
1210	1499070464	1462353920	1426251776	1390968832
1211	1499070464	1462353920	1426251776	1390968832
1212	1499070464	1462353920	1426251776	1390968832
1213	1499070464	1462353920	1426251776	1390968832
1214	1499070464	1462353920	1426251776	1390968832
1215	1499070464	1462353920	1426251776	1390968832
1216	1499070464	1462353920	1426251776	1390968832
1217	1499070464	1462353920	1426251776	1390968832
1218	1499070464	1462353920	1426251776	1390968832
1219	1499070464	1462353920	1426251776	1390968832
1220	1499070464	1462353920	1426251776	1390968832
1221	1499070464	1462353920	1426251776	1390968832
1222	1499070464	1462353920	1426251776	1390968832
1223	1499070464	1462353920	1426251776	1390968832
1224	1499070464	1462353920	1426251776	1390968832
1225	1499070464	1462353920	1426251776	1390968832
1226	1499070464	1462353920	1426251776	1390968832
1227	1499070464	1462353920	1426251776	1390968832
1228	1499070464	1462353920	1426251776	1390968832
1229	1499070464	1462353920	1426251776	1390968832
1230	1499070464	1462353920	1426251776	1390968832
1231	1499070464	1462353920	1426251776	1390968832
1232	1499070464	1462353920	1426251776	1390968832
1233	1499070464	1462353920	1426251776	1390968832
1234	1499070464	1462353920	1426251776	1390968832
1235	1499070464	1462353920	1426251776	1390968832
1236	1499070464	1462353920	1426251776	1390968832
1237	1499070464	1462353920	1426251776	1390968832
1238	1499070464	1462353920	1426251776	1390968832
1239	1499070464	1462353920	1426251776	1390968832
1240	1499070464	1462353920	1426251776	1390968832
1241	1499070464	1462353920	1426251776	1390968832
1242	1499070464	1462353920	1426251776	1390968832
1243	1499070464	1462353920	1426251776	1390968832
1244	1499070464	1462353920	1426251776	1390968832
1245	1499070464	1462353920	1426251776	1390968832
1246	1499070464	1462353920	1426251776	1390968832
1247	1499070464	1462353920	1426251776	1390968832
1248	1499070464	1462353920	1426251776	1390968832
1249	1499070464	1462353920	1426251776	1390968832
1250	1499070464	1462353920	1426251776	1390968832
1251	1499070464	1462353920	1426251776	1390968832
1252	1499070464	1462353920	1426251776	1390968832
1253	1499070464	1462353920	1426251776	1390968832
1254	1499070464	1462353920	1426251776	1390968832
1255	1499070464	1462353920	1426251776	1390968832
1256	1499070464	1462353920	1426251776	1390968832
1257	1499070464	1462353920	1426251776	1390968832
1258	1499070464	1462353920	1426251776	1390968832
1259	1499070464	1462353920	1426251776	1390968832
1260	1499070464	1462353920	1426251776	1390968832
1261	1499070464	1462353920	1426251776	1390968832
1262	1499070464	1462353920	1426251776	1390968832
1263	1499070464	1462353920	1426251776	1390968832
1264	1499070464	1462353920	1426251776	1390968832
1265	1499070464	1462353920	1426251776	1390968832
1266	1499070464	1462353920	1426251776	1390968832
1267	1499070464	1462353920	1426251776	1390968832
1268	1499070464	1462353920	1426251776	1390968832
1269	1499070464	1462353920	1426251776	1390968832
1270	1499070464	1462353920	1426251776	1390968832
1271	1499070464	1462353920	1426251776	1390968832
1272	1499070464	1462353920	1426251776	1390968832
1273	1499070464	1462353920	1426251776	1390968832
1274	1499070464	1462353920	1426251776	1390968832
1275	1499070464	1462353920	1426251776	1390968832
1276	1499070464	1462353920	1426251776	1390968832
1277	1499070464	1462353920	1426251776	1390968832
1278	1499070464	1462353920	1426251776	1390968832
1279	1499070464	1462353920	1426251776	1390968832
1280	1499070464	1462353920	1426251776	1390968832
1281	1499070464	1462353920	1426251776	1390968832
1282	1499070464	1462353920	1426251776	1390968832
1283	1499070464	1462353920	1426251776	1390968832
1284	1499070464	1462353920	1426251776	1390968832
1285	1499070464	1462353920	1426251776	1390968832
1286	1499070464	1462353920	1426251776	1390968832
1287	1499070464	1462353920	1426251776	1390968832
1288	1499070464	1462353920	1426251776	1390968832
1289	1499070464	1462353920	1426251776	1390968832
1290	1499070464	1462353920	1426251776	1390968832
1291	1499070464	1462353920	1426251776	1390968832
1292	1499070464	1462353920	1426251776	1390968832
1293	1499070464	1462353920	1426251776	1390968832
1294	1499070464	1462353920	1426251776	1390968832
1295	1499070464	1462353920	1426251776	1390968832
1296	1499070464	1462353920	1426251776	1390968832
1297	1499070464	1462353920	1426251776	1390968832
1298	1499070464	1462353920	1426251776	1390968832
1299	1499070464	1462353920	1426251776	1390968832
1300	1499070464	1462353920	1426251776	1390968832
1301	1499070464	1462353920	1426251776	1390968832
1302	1499070464	1462353920	1426251776	1390968832
1303	1499070464	1462353920	1426251776	1390968832
1304	1499070464	1462353920	1426251776	1390968832
1305	1499070464	1462353920	1426251776	1390968832
1306	1499070464	1462353920	1426251776	1390968832
1307	1499070464	1462353920	1426251776	1390968832
1308	1499070464	1462353920	1426251776	1390968832
1309	1499070464	1462353920	1426251776	1390968832
1310	1499070464	1462353920	1426251776	1390968832
1311	1499070464	1462353920	1426251776	1390968832
1312	1499070464	1462353920	1426251776	1390968832
1313	1499070464	1462353920	1426251776	1390968832
1314	1499070464	1462353920	1426251776	1390968832
1315	1499070464	1462353920	1426251776	1390968832
1316	1499070464	1462353920	1426251776	1390968832
1317	1499070464	1462353920	1426251776	1390968832
1318	1499070464	1462353920	1426251776	1390968832
1319	1499070464	1462353920	1426251776	1390968832
1320	1499070464	1462353920	1426251776	1390968832
1321	1499070464	1462353920	1426251776	1390968832
1322	1499070464	1462353920	1426251776	1390968832
1323	1499070464	1462353920	1426251776	1390968832
1324	1499070464	1462353920	1426251776	1390968832
1325	1499070464	1462353920	1426251776	1390968832
1326	1499070464	1462353920	1426251776	1390968832
1327	1499070464	1462353920	1426251776	1390968832
1328	1499070464	1462353920	1426251776	1390968832
