;몹번호	한글이름	영문이름	레벨	생명력	마나	최소공격력	최대공격력	방어력	최소마법력	최대마법력	마법방어력	경험치	최대실드	전리확률	전리 Lv 제한	보너스 경험치	공격거리	방어범위	원호범위	이동범위	공격성향	원호성향	공격 방법	대기 딜레이	이동속도	추적 속도	공격속도	리셋 시간	최소 개체수	몬스터 속성	최소 턴	최대 턴	특수 공격 종류	특수 공격 레벨	생성 Effect 종류	죽음 Effect 종류	몬스터공격속성
425	L124.아이스나이츠	L124.아이스나이츠	124	2262	510	0	0	103	444	479	230	7672	12280	37	134	85	8	10	5	0	2	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	1
525	L125.아이스나이츠	L125.아이스나이츠	125	2276	514	0	0	104	447	482	232	7720	12356	37	135	85	8	10	5	0	2	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	1
625	B.아이스나이츠	B.아이스나이츠	135	4552	1028	0	0	208	894	964	464	14580	24712	100	135	171	8	10	5	0	2	2	0	0	0	1	1	120	1	0	0	0	0	0	0	0	1
26	L126.아이스나이츠리더	L126.아이스나이츠리더	126	2132	2715	0	0	115	507	555	261	8660	13288	37	136	90	8	10	8	0	4	2	0	0	0	1	2	50	30	0	0	0	0	0	0	0	1
226	L127.아이스나이츠리더	L127.아이스나이츠리더	127	2145	2732	0	0	116	511	559	263	8712	13368	37	137	91	8	10	8	0	4	2	0	0	0	1	2	50	30	0	0	0	0	0	0	0	1
326	L128.아이스나이츠리더	L128.아이스나이츠리더	128	2158	2749	0	0	117	515	563	265	8768	13452	37	138	92	8	10	8	0	4	2	0	0	0	1	2	50	30	0	0	0	0	0	0	0	1
426	L129.아이스나이츠리더	L129.아이스나이츠리더	129	2171	2766	0	0	118	519	567	267	8824	13536	37	139	93	8	10	8	0	4	2	0	0	0	1	2	50	30	0	0	0	0	0	0	0	1
526	L130.아이스나이츠리더	L130.아이스나이츠리더	130	2185	2783	0	0	119	523	571	269	8880	13620	37	140	94	8	10	8	0	4	2	0	0	0	1	2	50	30	0	0	0	0	0	0	0	1
626	B.아이스나이츠리더	B.아이스나이츠리더	140	4370	5566	0	0	238	1046	1142	538	27760	27240	100	140	187	8	10	8	0	4	2	0	0	0	1	2	120	1	0	0	0	0	0	0	0	1
27	L131.하피	L131.하피	131	2615	523	498	572	118	0	0	177	10064	14400	37	141	0	3	10	10	0	4	2	0	0	0	1	2	50	30	0	0	0	0	0	0	0	0
227	L132.하피	L132.하피	132	2629	526	501	575	119	0	0	178	10116	14472	37	142	0	3	10	10	0	4	2	0	0	0	1	2	50	30	0	0	0	0	0	0	0	0
327	L133.하피	L133.하피	133	2643	529	504	578	120	0	0	179	10168	14548	37	143	0	3	10	10	0	4	2	0	0	0	1	2	50	30	0	0	0	0	0	0	0	0
427	L134.하피	L134.하피	134	2657	532	507	581	121	0	0	180	10220	14624	37	144	0	3	10	10	0	4	2	0	0	0	1	2	50	30	0	0	0	0	0	0	0	0
527	L135.하피	L135.하피	135	2671	535	510	584	122	0	0	181	10272	14700	37	145	0	3	10	10	0	4	2	0	0	0	1	2	50	30	0	0	0	0	0	0	0	0
627	B.하피	B.하피	145	5342	1070	1020	1168	244	0	0	362	29450	29400	100	145	0	3	10	10	0	4	2	0	0	0	1	2	120	1	0	0	0	0	0	0	0	0
28	L136.서큐버스	L136.서큐버스	136	2768	523	0	0	124	531	553	243	11248	16048	37	146	107	3	10	10	0	4	2	0	0	0	1	2	50	30	0	0	0	0	0	0	0	1
228	L137.서큐버스	L137.서큐버스	137	2782	526	0	0	125	534	556	245	11308	16132	37	147	108	3	10	10	0	4	2	0	0	0	0	0	50	30	0	0	0	0	0	0	0	1
328	L138.서큐버스	L138.서큐버스	138	2796	529	0	0	126	537	559	247	11368	16216	37	148	109	3	10	10	0	4	2	0	0	0	0	0	50	30	0	0	0	0	0	0	0	1
428	L139.서큐버스	L139.서큐버스	139	2810	532	0	0	127	540	562	249	11428	16300	37	149	110	3	10	10	0	4	2	0	0	0	0	0	50	30	0	0	0	0	0	0	0	1
528	L140.서큐버스	L140.서큐버스	140	2825	535	0	0	128	543	565	251	11488	16384	37	150	111	3	10	10	0	4	2	0	0	0	0	0	50	30	0	0	0	0	0	0	0	1
628	B.서큐버스	B.서큐버스	150	5650	1070	0	0	256	1086	1130	502	30542	32768	100	150	222	3	10	10	0	4	2	0	0	0	0	0	120	1	0	0	0	0	0	0	0	1
29	L151.와이번	L151.와이번	151	3289	590	0	0	151	574	600	268	13768	19316	37	161	183	10	10	10	0	4	2	0	0	0	1	2	50	30	0	0	0	0	0	0	0	1
229	L152.와이번	L152.와이번	152	3299	592	0	0	152	576	602	269	13812	19376	37	162	185	10	10	10	0	4	2	0	0	0	1	2	50	30	0	0	0	0	0	0	0	1
329	L153.와이번	L153.와이번	153	3309	594	0	0	153	578	604	270	13856	19436	37	163	187	10	10	10	0	4	2	0	0	0	1	2	50	30	0	0	0	0	0	0	0	1
429	L154.와이번	L154.와이번	154	3319	596	0	0	154	580	606	271	13900	19496	37	164	188	10	10	10	0	4	2	0	0	0	1	2	50	30	0	0	0	0	0	0	0	1
529	L155.와이번	L155.와이번	155	3329	598	0	0	155	582	608	272	13944	19556	37	165	190	10	10	10	0	4	2	0	0	0	1	2	50	30	0	0	0	0	0	0	0	1
629	B.와이번	B.와이번	160	6658	1196	0	0	310	1164	1216	544	31274	39112	100	165	380	10	10	10	0	4	2	0	0	0	1	2	120	1	0	0	0	0	0	0	0	1
30	구아구아 챔피언	구아구아 챔피언	110	8238	2448	1119	1566	194	0	0	266	131536	64000	100	120	0	5	10	10	0	4	2	0	0	0	1	2	600	4	0	0	0	0	0	0	0	0
31	D152.그레이트뱃	D152.그레이트뱃	196	5775	1898	1067	1124	249	0	0	458	24104	33464	40	206	0	2	8	8	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
231	D154.그레이트뱃	D154.그레이트뱃	197	5793	1904	1071	1128	250	0	0	460	24180	33568	40	207	0	2	8	8	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
331	D156.그레이트뱃	D156.그레이트뱃	198	5811	1910	1075	1132	251	0	0	462	24256	33672	40	208	0	2	8	8	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
431	D158.그레이트뱃	D158.그레이트뱃	199	5829	1916	1079	1136	252	0	0	464	24332	33776	40	209	0	2	8	8	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
531	D160.그레이트뱃	D160.그레이트뱃	200	5847	1922	1083	1140	253	0	0	466	24408	33880	40	210	0	2	8	8	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
631	DB.그레이트뱃	DB.그레이트뱃	210	11694	3844	2166	2280	506	0	0	932	108816	67760	89	210	0	2	8	8	0	4	2	0	0	0	1	1	120	1	0	0	0	0	0	0	0	0
32	D162.가고일	D162.가고일	201	4860	1594	0	0	254	1093	1143	414	24872	34536	40	211	248	8	8	6	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	1
232	D164.가고일	D164.가고일	202	4875	1599	0	0	255	1097	1147	416	24948	34640	40	212	250	8	8	6	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	1
332	D166.가고일	D166.가고일	203	4890	1604	0	0	256	1101	1151	418	25024	34744	40	213	253	8	8	6	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	1
432	D168.가고일	D168.가고일	204	4905	1609	0	0	257	1105	1155	420	25100	34852	40	214	255	8	8	6	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	1
532	D170.가고일	D170.가고일	205	4920	1614	0	0	258	1109	1159	422	25176	34960	40	215	258	8	8	6	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	1
632	DB.가고일	DB.가고일	220	9840	3228	0	0	516	2218	2318	844	143510	69920	89	215	515	8	8	6	0	4	2	0	0	0	1	1	120	1	0	0	0	0	0	0	0	1
33	L176.그레이울프	L176.그레이울프	206	4660	1446	1116	1315	203	0	0	432	25376	35228	40	216	0	2	8	8	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
233	L177.그레이울프	L177.그레이울프	207	4674	1451	1120	1319	204	0	0	434	25456	35336	40	217	0	2	8	8	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
333	L178.그레이울프	L178.그레이울프	208	4689	1456	1124	1323	205	0	0	436	25536	35444	40	218	0	2	8	8	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
433	L179.그레이울프	L179.그레이울프	209	4704	1461	1128	1327	206	0	0	438	25616	35552	40	219	0	2	8	8	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
533	L180.그레이울프	L180.그레이울프	210	4719	1466	1132	1331	207	0	0	440	25696	35660	40	220	0	2	8	8	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
633	B.그레이울프	B.그레이울프	225	9438	2932	2264	2662	414	0	0	880	157460	71320	100	220	0	2	8	8	0	4	2	0	0	0	1	1	120	1	0	0	0	0	0	0	0	0
34	L141.자이언트 앤트	L141.자이언트 앤트	141	3015	586	578	664	140	0	0	176	12264	17984	37	151	0	2	8	4	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
234	L142.자이언트 앤트	L142.자이언트 앤트	142	3028	589	581	667	141	0	0	177	12316	18056	37	152	0	2	8	4	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
334	L143.자이언트 앤트	L143.자이언트 앤트	143	3041	592	584	670	142	0	0	178	12368	18132	37	153	0	2	8	4	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
434	L144.자이언트 앤트	L144.자이언트 앤트	144	3054	595	587	673	143	0	0	179	12420	18208	37	154	0	2	8	4	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
534	L145.자이언트 앤트	L145.자이언트 앤트	145	3067	598	590	676	144	0	0	180	12472	18284	37	155	0	2	8	4	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
634	B.자이언트 앤트	B.자이언트 앤트	155	6134	1196	1180	1352	288	0	0	360	84944	36568	100	155	0	2	8	4	0	4	2	0	0	0	1	1	120	1	0	0	0	0	0	0	0	0
35	L156.레드터틀	L156.레드터틀	156	3248	598	631	731	147	0	0	178	14056	19708	37	166	0	2	8	6	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
235	L157.레드터틀	L157.레드터틀	157	3258	600	633	734	148	0	0	179	14100	19768	37	167	0	2	8	6	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
335	L158.레드터틀	L158.레드터틀	158	3268	602	635	737	149	0	0	180	14144	19828	37	168	0	2	8	6	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
435	L159.레드터틀	L159.레드터틀	159	3278	604	637	740	150	0	0	181	14188	19888	37	169	0	2	8	6	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
535	L160.레드터틀	L160.레드터틀	160	3288	606	639	743	151	0	0	182	14232	19948	37	170	0	2	8	6	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
635	B.레드터틀	B.레드터틀	165	6576	1212	1278	1486	302	0	0	364	88464	39896	100	170	0	2	8	6	0	4	2	0	0	0	1	1	120	1	0	0	0	0	0	0	0	0
36	L146.스웰라	L146.스웰라	146	2407	3008	615	696	143	0	0	191	13424	18852	37	156	0	2	8	7	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
236	L147.스웰라	L147.스웰라	147	2417	3021	618	699	144	0	0	192	13480	18928	37	157	0	2	8	7	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
336	L148.스웰라	L148.스웰라	148	2427	3034	621	702	145	0	0	193	13536	19004	37	158	0	2	8	7	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
436	L149.스웰라	L149.스웰라	149	2437	3047	624	705	146	0	0	194	13592	19084	37	159	0	2	8	7	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
536	L150.스웰라	L150.스웰라	150	2447	3060	627	708	147	0	0	195	13648	19164	37	160	0	2	8	7	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
636	B.스웰라	B.스웰라	160	4894	6120	1254	1416	294	0	0	390	87296	38328	100	160	0	2	8	7	0	4	2	0	0	0	1	1	120	1	0	0	0	0	0	0	0	0
37	L166.비어드피쉬	L166.비어드피쉬	166	2931	3386	713	805	166	0	0	207	14624	20480	36	176	0	3	8	10	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
237	L167.비어드피쉬	L167.비어드피쉬	167	2937	3393	715	807	167	0	0	208	14656	20524	36	177	0	3	8	10	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
337	L168.비어드피쉬	L168.비어드피쉬	168	2943	3400	717	809	168	0	0	209	14688	20568	36	178	0	3	8	10	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
437	L169.비어드피쉬	L169.비어드피쉬	169	2949	3407	719	811	169	0	0	210	14720	20612	36	179	0	3	8	10	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
537	L170.비어드피쉬	L170.비어드피쉬	170	2955	3414	721	813	170	0	0	211	14752	20656	36	180	0	3	8	10	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
637	B.비어드피쉬	B.비어드피쉬	180	5910	6828	1442	1626	340	0	0	422	92503	41312	100	180	0	3	8	10	0	4	2	0	0	0	1	1	120	1	0	0	0	0	0	0	0	0
38	L171.블루터틀	L171.블루터틀	171	4061	687	748	846	169	0	0	212	14864	20772	36	181	0	2	8	6	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
238	L172.블루터틀	L172.블루터틀	172	4066	688	749	847	170	0	0	213	14880	20796	36	182	0	2	8	6	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
338	L173.블루터틀	L173.블루터틀	173	4071	689	750	848	171	0	0	214	14896	20820	36	183	0	2	8	6	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
438	L174.블루터틀	L174.블루터틀	174	4076	690	751	849	172	0	0	215	14912	20844	36	184	0	2	8	6	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
538	L175.블루터틀	L175.블루터틀	175	4081	691	752	850	173	0	0	216	14928	20868	36	185	0	2	8	6	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
638	B.블루터틀	B.블루터틀	185	8162	1382	1504	1700	346	0	0	432	93856	41736	100	185	0	2	8	6	0	4	2	0	0	0	1	1	120	1	0	0	0	0	0	0	0	0
39	L186.트렌트	L186.트렌트	211	6020	1016	1133	1298	209	0	0	274	25644	35588	40	221	0	7	8	9	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
239	L187.트렌트	L187.트렌트	212	6039	1020	1137	1302	210	0	0	275	25724	35696	40	222	0	7	8	9	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
339	L188.트렌트	L188.트렌트	213	6058	1024	1141	1306	211	0	0	276	25804	35804	40	223	0	7	8	9	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
439	L189.트렌트	L189.트렌트	214	6077	1028	1145	1310	212	0	0	277	25884	35912	40	224	0	7	8	9	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
539	L190.트렌트	L190.트렌트	215	6096	1032	1149	1314	213	0	0	278	25964	36020	40	225	0	7	8	9	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
639	B.트렌트	B.트렌트	225	12192	2064	2298	2628	426	0	0	556	121928	72040	100	225	0	7	8	9	0	4	2	0	0	0	1	1	120	1	0	0	0	0	0	0	0	0
40	L181.위치	L181.위치	216	9830	1585	0	0	242	1174	1234	440	25916	35948	40	226	307	10	8	10	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	1
240	L182.위치	L182.위치	217	9860	1590	0	0	243	1178	1238	442	25996	36056	40	227	310	10	8	10	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	1
340	L183.위치	L183.위치	218	9890	1595	0	0	244	1182	1242	444	26076	36168	40	228	313	10	8	10	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	1
440	L184.위치	L184.위치	219	9920	1600	0	0	245	1186	1246	446	26156	36280	40	229	316	10	8	10	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	1
540	L185.위치	L185.위치	220	9950	1605	0	0	246	1190	1250	448	26236	36392	40	230	319	10	8	10	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	1
640	B.위치	B.위치	220	19900	3210	0	0	492	2380	2500	896	162472	72784	100	230	638	10	8	10	0	4	2	0	0	0	1	1	200	1	0	0	0	0	0	0	0	1
41	D182.리치	D182.리치	226	7561	8188	0	0	269	1256	1336	489	26456	36704	40	236	368	10	8	10	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	1
241	D184.리치	D184.리치	227	7584	8213	0	0	270	1260	1341	491	26536	36816	40	237	372	10	8	10	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	1
341	D186.리치	D186.리치	228	7607	8238	0	0	271	1264	1346	493	26616	36928	40	238	375	10	8	10	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	1
441	D188.리치	D188.리치	229	7630	8263	0	0	272	1268	1351	495	26696	37040	40	239	379	10	8	10	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	1
541	D190.리치	D190.리치	230	7653	8288	0	0	273	1272	1356	497	26780	37152	40	240	383	10	8	10	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	1
641	DB.리치	DB.리치	230	15306	16576	0	0	546	2544	2712	994	183560	74304	100	240	765	10	8	10	0	4	2	0	0	0	1	1	200	1	0	0	0	0	0	0	0	1
42	L260.어스엘리멘탈	L260.어스엘리멘탈	191	6758	798	970	1081	211	0	0	223	15992	22212	36	201	0	3	8	4	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	0
242	L270.어스엘리멘탈	L270.어스엘리멘탈	192	6765	799	971	1083	212	0	0	224	16008	22236	36	202	0	3	8	4	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	0
342	L280.어스엘리멘탈	L280.어스엘리멘탈	193	6772	800	972	1085	213	0	0	225	16028	22260	36	203	0	3	8	4	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	0
442	L290.어스엘리멘탈	L290.어스엘리멘탈	194	6779	801	973	1087	214	0	0	226	16048	22284	36	204	0	3	8	4	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	0
542	L300.어스엘리멘탈	L300.어스엘리멘탈	195	6786	802	974	1089	215	0	0	227	16068	22308	36	205	0	3	8	4	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	0
642	B.어스엘리멘탈	B.어스엘리멘탈	205	13572	1604	1948	2178	430	0	0	454	152136	44616	100	205	0	3	8	4	0	4	2	0	0	0	1	1	200	1	0	0	0	0	0	0	0	0
43	D172.벤쉬	D172.벤쉬	221	7477	8291	0	0	252	1197	1263	465	26184	36324	40	231	406	8	8	8	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	1
243	D174.벤쉬	D174.벤쉬	222	7500	8316	0	0	253	1201	1267	467	26264	36436	40	232	410	8	8	8	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	1
343	D176.벤쉬	D176.벤쉬	223	7523	8341	0	0	254	1205	1271	469	26344	36548	40	233	414	8	8	8	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	1
443	D178.벤쉬	D178.벤쉬	224	7546	8367	0	0	255	1209	1275	471	26424	36660	40	234	419	8	8	8	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	1
543	D180.벤쉬	D180.벤쉬	225	7569	8393	0	0	256	1213	1279	473	26504	36772	40	235	423	8	8	8	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	1
643	DB.벤쉬	DB.벤쉬	235	15138	16786	0	0	512	2426	2558	946	176530	73544	100	235	845	8	8	8	0	4	2	0	0	0	1	1	200	1	0	0	0	0	0	0	0	1
44	L161.바포메트	L161.바포메트	161	2315	456	679	781	147	0	0	189	14328	20092	36	171	0	3	8	8	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	0
244	L162.바포메트	L162.바포메트	162	2320	457	681	783	148	0	0	190	14360	20136	36	172	0	3	8	8	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	0
344	L163.바포메트	L163.바포메트	163	2325	458	683	785	149	0	0	191	14392	20180	36	173	0	3	8	8	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	0
444	L164.바포메트	L164.바포메트	164	2330	459	685	787	150	0	0	192	14424	20224	36	174	0	3	8	8	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	0
544	L165.바포메트	L165.바포메트	165	2335	460	687	789	151	0	0	193	14456	20268	36	175	0	3	8	8	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	0
644	B.바포메트	B.바포메트	175	4670	920	1374	1578	302	0	0	386	91453	40536	100	175	0	3	8	8	0	4	2	0	0	0	1	1	200	1	0	0	0	0	0	0	0	0
45	P310.구울	P310.구울	256	8368	1302	1627	1755	327	0	0	483	42200	39032	40	266	0	3	8	5	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	0
245	P320.구울	P320.구울	257	8394	1306	1632	1761	328	0	0	485	42320	39152	40	267	0	3	8	5	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	0
345	P330.구울	P330.구울	258	8420	1310	1637	1767	329	0	0	487	42480	39272	40	268	0	3	8	5	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	0
445	P340.구울	P340.구울	259	8446	1314	1642	1773	330	0	0	489	42600	39392	40	269	0	3	8	5	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	0
545	P350.구울	P350.구울	260	8472	1318	1647	1779	331	0	0	491	42720	39512	40	270	0	3	8	5	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	0
645	PB.구울	PB.구울	290	16944	2636	3294	3558	662	0	0	982	205480	79024	100	270	0	3	8	5	0	4	2	0	0	0	1	1	200	1	0	0	0	0	0	0	0	0
46	P196.그리폰	P196.그리폰	241	7192	1174	1379	1479	287	0	0	415	40920	37844	40	251	0	3	8	6	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	0
246	P197.그리폰	P197.그리폰	242	7214	1178	1384	1484	288	0	0	417	41040	37960	40	252	0	3	8	6	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	0
346	P198.그리폰	P198.그리폰	243	7236	1182	1389	1489	289	0	0	419	41160	38076	40	253	0	3	8	6	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	0
446	P199.그리폰	P199.그리폰	244	7258	1186	1394	1494	290	0	0	421	41280	38192	40	254	0	3	8	6	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	0
546	P200.그리폰	P200.그리폰	245	7280	1190	1399	1499	291	0	0	423	41400	38308	40	255	0	3	8	6	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	0
646	PB.그리폰	PB.그리폰	255	14560	2380	2798	2998	582	0	0	846	182840	76616	100	255	0	3	8	6	0	4	2	0	0	0	1	1	200	1	0	0	0	0	0	0	0	0
47	L210.포미안워리어	L210.포미안워리어	186	6551	763	911	1002	200	0	0	201	15696	21812	36	196	0	3	8	5	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	0
247	L220.포미안워리어	L220.포미안워리어	187	6558	764	912	1004	201	0	0	202	15712	21836	36	197	0	3	8	5	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	0
347	L230.포미안워리어	L230.포미안워리어	188	6565	765	913	1006	202	0	0	203	15728	21860	36	198	0	3	8	5	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	0
447	L240.포미안워리어	L240.포미안워리어	189	6572	766	914	1008	203	0	0	204	15744	21884	36	199	0	3	8	5	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	0
547	L250.포미안워리어	L250.포미안워리어	190	6579	767	915	1010	204	0	0	205	15760	21908	36	200	0	3	8	5	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	0
647	B.포미안워리어	B.포미안워리어	200	13158	1534	1830	2020	408	0	0	410	102465	43816	100	200	0	3	8	5	0	4	2	0	0	0	1	1	200	1	0	0	0	0	0	0	0	0
48	L310.인큐버스	L310.인큐버스	231	6400	950	1278	1368	279	0	0	333	26724	37084	36	241	0	3	8	8	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
248	L320.인큐버스	L320.인큐버스	232	6420	953	1282	1373	280	0	0	334	26808	37196	40	242	0	3	8	8	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
348	L330.인큐버스	L330.인큐버스	233	6440	956	1286	1378	281	0	0	336	26892	37308	40	243	0	3	8	8	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
448	L340.인큐버스	L340.인큐버스	234	6460	959	1290	1383	282	0	0	338	26976	37420	40	244	0	3	8	8	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
548	L350.인큐버스	L350.인큐버스	235	6480	962	1294	1388	283	0	0	340	27060	37536	40	245	0	3	8	8	0	4	2	0	0	0	1	1	50	30	0	0	0	0	0	0	0	0
648	B.인큐버스	B.인큐버스	245	12960	1924	2588	2776	566	0	0	680	154120	75072	100	245	0	3	8	8	0	4	2	0	0	0	1	1	300	1	0	0	0	0	0	0	0	0
49	P210.덤프솔져	P210.덤프솔져	246	7536	1205	1492	1510	296	0	0	412	41320	38232	40	256	0	3	8	7	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	0
249	P220.덤프솔져	P220.덤프솔져	247	7559	1209	1497	1515	297	0	0	414	41440	38348	40	257	0	3	8	7	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	0
349	P230.덤프솔져	P230.덤프솔져	248	7582	1213	1502	1520	298	0	0	416	41600	38464	40	258	0	3	8	7	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	0
449	P240.덤프솔져	P240.덤프솔져	249	7605	1217	1507	1525	299	0	0	418	41720	38580	40	259	0	3	8	7	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	0
549	P250.덤프솔져	P250.덤프솔져	250	7628	1221	1512	1530	300	0	0	420	41840	38696	40	260	0	3	8	7	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	0
649	PB.덤프솔져	PB.덤프솔져	260	15256	2442	3024	3060	600	0	0	840	178680	77392	100	260	0	3	8	7	0	4	2	0	0	0	1	1	360	1	0	0	0	0	0	0	0	0
50	P260.덤프솔져워리어	P260.덤프솔져워리어	251	7875	1240	1564	1632	315	0	0	438	41760	38632	40	261	0	3	8	8	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	0
250	P270.덤프솔져워리어	P270.덤프솔져워리어	252	7899	1244	1569	1637	316	0	0	440	41880	38748	40	262	0	3	8	8	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	0
350	P280.덤프솔져워리어	P280.덤프솔져워리어	253	7923	1248	1574	1642	317	0	0	442	42000	38868	40	263	0	3	8	8	0	4	2	0	0	0	1	1	120	30	0	0	0	0	0	0	0	0
